cod_commune;lib_commune;lib_risque;num_risque
63377;Saint-Maurice-près-Pionsat;Radon;18
63377;Saint-Maurice-près-Pionsat;Risque industriel;21
63377;Saint-Maurice-près-Pionsat;Effet de surpression;212
63377;Saint-Maurice-près-Pionsat;Echauffement des terrains de dépôts;34
63378;Saint-Maurice;Inondation;11
63378;Saint-Maurice;Par une crue à débordement lent de cours d'eau;112
63378;Saint-Maurice;Par ruissellement et coulée de boue;114
63378;Saint-Maurice;Mouvement de terrain;12
63378;Saint-Maurice;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63378;Saint-Maurice;Glissement de terrain;124
63378;Saint-Maurice;Séisme;13
63378;Saint-Maurice;Feu de forêt;16
63378;Saint-Maurice;Phénomène lié à l'atmosphère;17
63378;Saint-Maurice;Tempête et grains (vent);172
63378;Saint-Maurice;Radon;18
63378;Saint-Maurice;Risque industriel;21
63378;Saint-Maurice;Effet de surpression;212
63378;Saint-Maurice;Rupture de barrage;23
63378;Saint-Maurice;Echauffement des terrains de dépôts;34
63379;Saint-Myon;Inondation;11
63379;Saint-Myon;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63379;Saint-Myon;Par ruissellement et coulée de boue;114
63379;Saint-Myon;Mouvement de terrain;12
63379;Saint-Myon;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63379;Saint-Myon;Tassements différentiels;127
63379;Saint-Myon;Séisme;13
63379;Saint-Myon;Feu de forêt;16
63379;Saint-Myon;Phénomène lié à l'atmosphère;17
63379;Saint-Myon;Tempête et grains (vent);172
63379;Saint-Myon;Radon;18
63379;Saint-Myon;Risque industriel;21
63379;Saint-Myon;Effet de surpression;212
63379;Saint-Myon;Transport de marchandises dangereuses;24
63379;Saint-Myon;Echauffement des terrains de dépôts;34
63380;Saint-Nectaire;Inondation;11
63380;Saint-Nectaire;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63380;Saint-Nectaire;Par ruissellement et coulée de boue;114
63380;Saint-Nectaire;Mouvement de terrain;12
63380;Saint-Nectaire;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63380;Saint-Nectaire;Séisme;13
63380;Saint-Nectaire;Feu de forêt;16
63380;Saint-Nectaire;Phénomène lié à l'atmosphère;17
63380;Saint-Nectaire;Tempête et grains (vent);172
63380;Saint-Nectaire;Radon;18
63380;Saint-Nectaire;Risque industriel;21
63380;Saint-Nectaire;Effet de surpression;212
63380;Saint-Nectaire;Echauffement des terrains de dépôts;34
63381;Saint-Ours;Inondation;11
63381;Saint-Ours;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63381;Saint-Ours;Par ruissellement et coulée de boue;114
63381;Saint-Ours;Mouvement de terrain;12
63381;Saint-Ours;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63381;Saint-Ours;Séisme;13
63381;Saint-Ours;Feu de forêt;16
63381;Saint-Ours;Phénomène lié à l'atmosphère;17
63381;Saint-Ours;Tempête et grains (vent);172
63381;Saint-Ours;Radon;18
63381;Saint-Ours;Risque industriel;21
63381;Saint-Ours;Effet de surpression;212
63381;Saint-Ours;Transport de marchandises dangereuses;24
63381;Saint-Ours;Echauffement des terrains de dépôts;34
63382;Saint-Pardoux;Inondation;11
63382;Saint-Pardoux;Par ruissellement et coulée de boue;114
63382;Saint-Pardoux;Mouvement de terrain;12
63382;Saint-Pardoux;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63382;Saint-Pardoux;Glissement de terrain;124
63382;Saint-Pardoux;Séisme;13
63382;Saint-Pardoux;Feu de forêt;16
63382;Saint-Pardoux;Phénomène lié à l'atmosphère;17
63382;Saint-Pardoux;Tempête et grains (vent);172
63382;Saint-Pardoux;Radon;18
63382;Saint-Pardoux;Risque industriel;21
63382;Saint-Pardoux;Effet de surpression;212
63382;Saint-Pardoux;Echauffement des terrains de dépôts;34
63383;Saint-Pierre-Colamine;Inondation;11
63383;Saint-Pierre-Colamine;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63383;Saint-Pierre-Colamine;Par ruissellement et coulée de boue;114
63383;Saint-Pierre-Colamine;Mouvement de terrain;12
63383;Saint-Pierre-Colamine;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63383;Saint-Pierre-Colamine;Eboulement ou chutes de pierres et de blocs;123
63383;Saint-Pierre-Colamine;Séisme;13
63383;Saint-Pierre-Colamine;Feu de forêt;16
63383;Saint-Pierre-Colamine;Phénomène lié à l'atmosphère;17
63383;Saint-Pierre-Colamine;Tempête et grains (vent);172
63383;Saint-Pierre-Colamine;Radon;18
63383;Saint-Pierre-Colamine;Risque industriel;21
63383;Saint-Pierre-Colamine;Effet de surpression;212
63383;Saint-Pierre-Colamine;Echauffement des terrains de dépôts;34
63384;Saint-Pierre-la-Bourlhonne;Inondation;11
63384;Saint-Pierre-la-Bourlhonne;Par ruissellement et coulée de boue;114
63384;Saint-Pierre-la-Bourlhonne;Mouvement de terrain;12
63384;Saint-Pierre-la-Bourlhonne;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63384;Saint-Pierre-la-Bourlhonne;Séisme;13
63384;Saint-Pierre-la-Bourlhonne;Feu de forêt;16
63384;Saint-Pierre-la-Bourlhonne;Phénomène lié à l'atmosphère;17
63384;Saint-Pierre-la-Bourlhonne;Tempête et grains (vent);172
63384;Saint-Pierre-la-Bourlhonne;Radon;18
63384;Saint-Pierre-la-Bourlhonne;Risque industriel;21
63384;Saint-Pierre-la-Bourlhonne;Effet de surpression;212
63384;Saint-Pierre-la-Bourlhonne;Echauffement des terrains de dépôts;34
63385;Saint-Pierre-le-Chastel;Inondation;11
63385;Saint-Pierre-le-Chastel;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63385;Saint-Pierre-le-Chastel;Par ruissellement et coulée de boue;114
63385;Saint-Pierre-le-Chastel;Mouvement de terrain;12
63385;Saint-Pierre-le-Chastel;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63385;Saint-Pierre-le-Chastel;Séisme;13
63385;Saint-Pierre-le-Chastel;Feu de forêt;16
63385;Saint-Pierre-le-Chastel;Phénomène lié à l'atmosphère;17
63385;Saint-Pierre-le-Chastel;Tempête et grains (vent);172
63385;Saint-Pierre-le-Chastel;Radon;18
63385;Saint-Pierre-le-Chastel;Risque industriel;21
63385;Saint-Pierre-le-Chastel;Effet de surpression;212
63385;Saint-Pierre-le-Chastel;Transport de marchandises dangereuses;24
63385;Saint-Pierre-le-Chastel;Affaissement minier;31
63385;Saint-Pierre-le-Chastel;Echauffement des terrains de dépôts;34
63386;Saint-Pierre-Roche;Inondation;11
63386;Saint-Pierre-Roche;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63386;Saint-Pierre-Roche;Par ruissellement et coulée de boue;114
63386;Saint-Pierre-Roche;Mouvement de terrain;12
63386;Saint-Pierre-Roche;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63386;Saint-Pierre-Roche;Glissement de terrain;124
63386;Saint-Pierre-Roche;Séisme;13
63386;Saint-Pierre-Roche;Phénomène lié à l'atmosphère;17
63386;Saint-Pierre-Roche;Tempête et grains (vent);172
63386;Saint-Pierre-Roche;Radon;18
63386;Saint-Pierre-Roche;Risque industriel;21
63386;Saint-Pierre-Roche;Effet de surpression;212
63386;Saint-Pierre-Roche;Transport de marchandises dangereuses;24
63386;Saint-Pierre-Roche;Echauffement des terrains de dépôts;34
63387;Saint-Priest-Bramefant;Inondation;11
63387;Saint-Priest-Bramefant;Par une crue à débordement lent de cours d'eau;112
63387;Saint-Priest-Bramefant;Par ruissellement et coulée de boue;114
63387;Saint-Priest-Bramefant;Mouvement de terrain;12
63387;Saint-Priest-Bramefant;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63387;Saint-Priest-Bramefant;Tassements différentiels;127
63387;Saint-Priest-Bramefant;Séisme;13
63387;Saint-Priest-Bramefant;Feu de forêt;16
63387;Saint-Priest-Bramefant;Phénomène lié à l'atmosphère;17
63387;Saint-Priest-Bramefant;Tempête et grains (vent);172
63387;Saint-Priest-Bramefant;Radon;18
63387;Saint-Priest-Bramefant;Risque industriel;21
63387;Saint-Priest-Bramefant;Effet de surpression;212
63387;Saint-Priest-Bramefant;Rupture de barrage;23
63387;Saint-Priest-Bramefant;Echauffement des terrains de dépôts;34
63388;Saint-Priest-des-Champs;Inondation;11
63388;Saint-Priest-des-Champs;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63388;Saint-Priest-des-Champs;Par ruissellement et coulée de boue;114
63388;Saint-Priest-des-Champs;Mouvement de terrain;12
63388;Saint-Priest-des-Champs;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63388;Saint-Priest-des-Champs;Eboulement ou chutes de pierres et de blocs;123
63388;Saint-Priest-des-Champs;Séisme;13
63388;Saint-Priest-des-Champs;Feu de forêt;16
63388;Saint-Priest-des-Champs;Phénomène lié à l'atmosphère;17
63388;Saint-Priest-des-Champs;Tempête et grains (vent);172
63388;Saint-Priest-des-Champs;Radon;18
63388;Saint-Priest-des-Champs;Risque industriel;21
63388;Saint-Priest-des-Champs;Effet de surpression;212
63388;Saint-Priest-des-Champs;Echauffement des terrains de dépôts;34
63389;Saint-Quentin-sur-Sauxillanges;Inondation;11
63389;Saint-Quentin-sur-Sauxillanges;Par ruissellement et coulée de boue;114
63389;Saint-Quentin-sur-Sauxillanges;Mouvement de terrain;12
63389;Saint-Quentin-sur-Sauxillanges;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63389;Saint-Quentin-sur-Sauxillanges;Séisme;13
63389;Saint-Quentin-sur-Sauxillanges;Feu de forêt;16
63389;Saint-Quentin-sur-Sauxillanges;Phénomène lié à l'atmosphère;17
63389;Saint-Quentin-sur-Sauxillanges;Tempête et grains (vent);172
63389;Saint-Quentin-sur-Sauxillanges;Radon;18
63389;Saint-Quentin-sur-Sauxillanges;Risque industriel;21
63389;Saint-Quentin-sur-Sauxillanges;Effet de surpression;212
63389;Saint-Quentin-sur-Sauxillanges;Echauffement des terrains de dépôts;34
63390;Saint-Quintin-sur-Sioule;Inondation;11
63390;Saint-Quintin-sur-Sioule;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63390;Saint-Quintin-sur-Sioule;Par ruissellement et coulée de boue;114
63390;Saint-Quintin-sur-Sioule;Mouvement de terrain;12
63390;Saint-Quintin-sur-Sioule;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63390;Saint-Quintin-sur-Sioule;Séisme;13
63390;Saint-Quintin-sur-Sioule;Feu de forêt;16
63390;Saint-Quintin-sur-Sioule;Phénomène lié à l'atmosphère;17
63390;Saint-Quintin-sur-Sioule;Tempête et grains (vent);172
63390;Saint-Quintin-sur-Sioule;Radon;18
63390;Saint-Quintin-sur-Sioule;Risque industriel;21
63390;Saint-Quintin-sur-Sioule;Effet de surpression;212
63390;Saint-Quintin-sur-Sioule;Rupture de barrage;23
63390;Saint-Quintin-sur-Sioule;Echauffement des terrains de dépôts;34
63391;Saint-Rémy-de-Blot;Inondation;11
63391;Saint-Rémy-de-Blot;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63391;Saint-Rémy-de-Blot;Par ruissellement et coulée de boue;114
63391;Saint-Rémy-de-Blot;Mouvement de terrain;12
63391;Saint-Rémy-de-Blot;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63391;Saint-Rémy-de-Blot;Séisme;13
63391;Saint-Rémy-de-Blot;Feu de forêt;16
63391;Saint-Rémy-de-Blot;Phénomène lié à l'atmosphère;17
63391;Saint-Rémy-de-Blot;Tempête et grains (vent);172
63391;Saint-Rémy-de-Blot;Radon;18
63391;Saint-Rémy-de-Blot;Risque industriel;21
63391;Saint-Rémy-de-Blot;Effet de surpression;212
63391;Saint-Rémy-de-Blot;Rupture de barrage;23
63391;Saint-Rémy-de-Blot;Echauffement des terrains de dépôts;34
63392;Saint-Rémy-de-Chargnat;Inondation;11
63392;Saint-Rémy-de-Chargnat;Par ruissellement et coulée de boue;114
63392;Saint-Rémy-de-Chargnat;Mouvement de terrain;12
63392;Saint-Rémy-de-Chargnat;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63392;Saint-Rémy-de-Chargnat;Séisme;13
63392;Saint-Rémy-de-Chargnat;Feu de forêt;16
63392;Saint-Rémy-de-Chargnat;Phénomène lié à l'atmosphère;17
63392;Saint-Rémy-de-Chargnat;Tempête et grains (vent);172
63392;Saint-Rémy-de-Chargnat;Radon;18
63392;Saint-Rémy-de-Chargnat;Risque industriel;21
63392;Saint-Rémy-de-Chargnat;Effet de surpression;212
63392;Saint-Rémy-de-Chargnat;Echauffement des terrains de dépôts;34
63393;Saint-Rémy-sur-Durolle;Inondation;11
63393;Saint-Rémy-sur-Durolle;Par ruissellement et coulée de boue;114
63393;Saint-Rémy-sur-Durolle;Mouvement de terrain;12
63393;Saint-Rémy-sur-Durolle;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63393;Saint-Rémy-sur-Durolle;Eboulement ou chutes de pierres et de blocs;123
63393;Saint-Rémy-sur-Durolle;Glissement de terrain;124
63393;Saint-Rémy-sur-Durolle;Séisme;13
63393;Saint-Rémy-sur-Durolle;Feu de forêt;16
63393;Saint-Rémy-sur-Durolle;Phénomène lié à l'atmosphère;17
63393;Saint-Rémy-sur-Durolle;Tempête et grains (vent);172
63393;Saint-Rémy-sur-Durolle;Radon;18
63393;Saint-Rémy-sur-Durolle;Risque industriel;21
63393;Saint-Rémy-sur-Durolle;Effet de surpression;212
63393;Saint-Rémy-sur-Durolle;Transport de marchandises dangereuses;24
63393;Saint-Rémy-sur-Durolle;Echauffement des terrains de dépôts;34
63394;Saint-Romain;Inondation;11
63394;Saint-Romain;Par ruissellement et coulée de boue;114
63394;Saint-Romain;Mouvement de terrain;12
63394;Saint-Romain;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63394;Saint-Romain;Glissement de terrain;124
63394;Saint-Romain;Séisme;13
63394;Saint-Romain;Feu de forêt;16
63394;Saint-Romain;Phénomène lié à l'atmosphère;17
63394;Saint-Romain;Tempête et grains (vent);172
63394;Saint-Romain;Radon;18
63394;Saint-Romain;Risque industriel;21
63394;Saint-Romain;Effet de surpression;212
63394;Saint-Romain;Echauffement des terrains de dépôts;34
63395;Saint-Sandoux;Inondation;11
63395;Saint-Sandoux;Par ruissellement et coulée de boue;114
63395;Saint-Sandoux;Mouvement de terrain;12
63395;Saint-Sandoux;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63395;Saint-Sandoux;Glissement de terrain;124
63395;Saint-Sandoux;Tassements différentiels;127
63395;Saint-Sandoux;Séisme;13
63395;Saint-Sandoux;Feu de forêt;16
63395;Saint-Sandoux;Phénomène lié à l'atmosphère;17
63395;Saint-Sandoux;Tempête et grains (vent);172
63395;Saint-Sandoux;Radon;18
63395;Saint-Sandoux;Risque industriel;21
63395;Saint-Sandoux;Effet de surpression;212
63395;Saint-Sandoux;Echauffement des terrains de dépôts;34
63396;Saint-Saturnin;Inondation;11
63396;Saint-Saturnin;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63396;Saint-Saturnin;Par ruissellement et coulée de boue;114
63396;Saint-Saturnin;Mouvement de terrain;12
63396;Saint-Saturnin;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63396;Saint-Saturnin;Eboulement ou chutes de pierres et de blocs;123
63396;Saint-Saturnin;Glissement de terrain;124
63396;Saint-Saturnin;Séisme;13
63396;Saint-Saturnin;Feu de forêt;16
63396;Saint-Saturnin;Phénomène lié à l'atmosphère;17
63396;Saint-Saturnin;Tempête et grains (vent);172
63396;Saint-Saturnin;Radon;18
63396;Saint-Saturnin;Risque industriel;21
63396;Saint-Saturnin;Effet de surpression;212
63396;Saint-Saturnin;Echauffement des terrains de dépôts;34
63397;Saint-Sauves-d'Auvergne;Inondation;11
63397;Saint-Sauves-d'Auvergne;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63397;Saint-Sauves-d'Auvergne;Par ruissellement et coulée de boue;114
63397;Saint-Sauves-d'Auvergne;Mouvement de terrain;12
63397;Saint-Sauves-d'Auvergne;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63397;Saint-Sauves-d'Auvergne;Eboulement ou chutes de pierres et de blocs;123
63397;Saint-Sauves-d'Auvergne;Glissement de terrain;124
63397;Saint-Sauves-d'Auvergne;Séisme;13
63397;Saint-Sauves-d'Auvergne;Feu de forêt;16
63397;Saint-Sauves-d'Auvergne;Phénomène lié à l'atmosphère;17
63397;Saint-Sauves-d'Auvergne;Tempête et grains (vent);172
63397;Saint-Sauves-d'Auvergne;Radon;18
63397;Saint-Sauves-d'Auvergne;Risque industriel;21
63397;Saint-Sauves-d'Auvergne;Effet de surpression;212
63397;Saint-Sauves-d'Auvergne;Transport de marchandises dangereuses;24
63397;Saint-Sauves-d'Auvergne;Echauffement des terrains de dépôts;34
63398;Saint-Sauveur-la-Sagne;Inondation;11
63398;Saint-Sauveur-la-Sagne;Par ruissellement et coulée de boue;114
63398;Saint-Sauveur-la-Sagne;Mouvement de terrain;12
63398;Saint-Sauveur-la-Sagne;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63398;Saint-Sauveur-la-Sagne;Séisme;13
63398;Saint-Sauveur-la-Sagne;Feu de forêt;16
63398;Saint-Sauveur-la-Sagne;Phénomène lié à l'atmosphère;17
63398;Saint-Sauveur-la-Sagne;Tempête et grains (vent);172
63398;Saint-Sauveur-la-Sagne;Radon;18
63398;Saint-Sauveur-la-Sagne;Risque industriel;21
63398;Saint-Sauveur-la-Sagne;Effet de surpression;212
63398;Saint-Sauveur-la-Sagne;Transport de marchandises dangereuses;24
63398;Saint-Sauveur-la-Sagne;Echauffement des terrains de dépôts;34
63399;Saint-Sulpice;Inondation;11
63399;Saint-Sulpice;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63399;Saint-Sulpice;Par ruissellement et coulée de boue;114
63399;Saint-Sulpice;Mouvement de terrain;12
63399;Saint-Sulpice;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63399;Saint-Sulpice;Eboulement ou chutes de pierres et de blocs;123
63399;Saint-Sulpice;Séisme;13
63399;Saint-Sulpice;Feu de forêt;16
63399;Saint-Sulpice;Phénomène lié à l'atmosphère;17
63399;Saint-Sulpice;Tempête et grains (vent);172
63399;Saint-Sulpice;Radon;18
63399;Saint-Sulpice;Risque industriel;21
63399;Saint-Sulpice;Effet de surpression;212
63399;Saint-Sulpice;Transport de marchandises dangereuses;24
63399;Saint-Sulpice;Echauffement des terrains de dépôts;34
63400;Saint-Sylvestre-Pragoulin;Inondation;11
63400;Saint-Sylvestre-Pragoulin;Par une crue à débordement lent de cours d'eau;112
63400;Saint-Sylvestre-Pragoulin;Par ruissellement et coulée de boue;114
63400;Saint-Sylvestre-Pragoulin;Mouvement de terrain;12
63400;Saint-Sylvestre-Pragoulin;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63400;Saint-Sylvestre-Pragoulin;Glissement de terrain;124
63400;Saint-Sylvestre-Pragoulin;Séisme;13
63400;Saint-Sylvestre-Pragoulin;Feu de forêt;16
63400;Saint-Sylvestre-Pragoulin;Phénomène lié à l'atmosphère;17
