gaspar_event_uid,cod_nat_catnat,gaspar_event_start_date,gaspar_event_end_date,gaspar_total_communes,gaspar_total_departments
INTE1507293A__20150216__20150217,INTE1507293A,2015-02-16,2015-02-17,1,1
INTE1510045A__20150215__20150216,INTE1510045A,2015-02-15,2015-02-16,1,1
INTE1510045A__20150216__20150217,INTE1510045A,2015-02-16,2015-02-17,2,1
INTE1510045A__20150315__20150317,INTE1510045A,2015-03-15,2015-03-17,11,1
INTE1511990A__20150225__20150227,INTE1511990A,2015-02-25,2015-02-27,2,1
INTE1511990A__20150315__20150317,INTE1511990A,2015-03-15,2015-03-17,28,1
INTE1516409A__20150315__20150317,INTE1516409A,2015-03-15,2015-03-17,3,1
INTE1516409A__20150416__20150418,INTE1516409A,2015-04-16,2015-04-18,3,1
INTE1516409A__20150426__20150426,INTE1516409A,2015-04-26,2015-04-26,1,1
INTE1516409A__20150426__20150428,INTE1516409A,2015-04-26,2015-04-28,3,1
INTE1516409A__20150426__20150501,INTE1516409A,2015-04-26,2015-05-01,2,1
INTE1516409A__20150430__20150501,INTE1516409A,2015-04-30,2015-05-01,1,1
INTE1516409A__20150430__20150502,INTE1516409A,2015-04-30,2015-05-02,11,1
INTE1516409A__20150430__20150503,INTE1516409A,2015-04-30,2015-05-03,1,1
INTE1516409A__20150430__20150504,INTE1516409A,2015-04-30,2015-05-04,21,1
INTE1516409A__20150430__20150505,INTE1516409A,2015-04-30,2015-05-05,4,1
INTE1516409A__20150501__20150501,INTE1516409A,2015-05-01,2015-05-01,1,1
INTE1516409A__20150501__20150502,INTE1516409A,2015-05-01,2015-05-02,15,2
INTE1516409A__20150501__20150503,INTE1516409A,2015-05-01,2015-05-03,10,2
INTE1516409A__20150501__20150504,INTE1516409A,2015-05-01,2015-05-04,7,1
INTE1516409A__20150501__20150505,INTE1516409A,2015-05-01,2015-05-05,1,1
INTE1516409A__20150501__20150506,INTE1516409A,2015-05-01,2015-05-06,2,2
INTE1516409A__20150502__20150504,INTE1516409A,2015-05-02,2015-05-04,1,1
INTE1516409A__20150503__20150504,INTE1516409A,2015-05-03,2015-05-04,2,1
INTE1516409A__20150504__20150504,INTE1516409A,2015-05-04,2015-05-04,1,1
INTE1516409A__20150610__20150610,INTE1516409A,2015-06-10,2015-06-10,1,1
INTE1517820A__20150315__20150317,INTE1517820A,2015-03-15,2015-03-17,3,1
INTE1517820A__20150426__20150426,INTE1517820A,2015-04-26,2015-04-26,2,2
INTE1517820A__20150430__20150501,INTE1517820A,2015-04-30,2015-05-01,1,1
INTE1517820A__20150430__20150504,INTE1517820A,2015-04-30,2015-05-04,2,1
INTE1517820A__20150501__20150502,INTE1517820A,2015-05-01,2015-05-02,2,2
INTE1517820A__20150501__20150503,INTE1517820A,2015-05-01,2015-05-03,3,2
INTE1517820A__20150501__20150504,INTE1517820A,2015-05-01,2015-05-04,4,1
INTE1517820A__20150501__20150505,INTE1517820A,2015-05-01,2015-05-05,1,1
INTE1517820A__20150503__20150504,INTE1517820A,2015-05-03,2015-05-04,1,1
INTE1517820A__20150605__20150605,INTE1517820A,2015-06-05,2015-06-05,27,2
INTE1517820A__20150612__20150612,INTE1517820A,2015-06-12,2015-06-12,1,1
INTE1517820A__20150615__20150615,INTE1517820A,2015-06-15,2015-06-15,1,1
INTE1523044A__20150416__20150416,INTE1523044A,2015-04-16,2015-04-16,2,1
INTE1523044A__20150426__20150426,INTE1523044A,2015-04-26,2015-04-26,1,1
INTE1523044A__20150502__20150502,INTE1523044A,2015-05-02,2015-05-02,1,1
INTE1523044A__20150605__20150606,INTE1523044A,2015-06-05,2015-06-06,1,1
INTE1523044A__20150606__20150606,INTE1523044A,2015-06-06,2015-06-06,1,1
INTE1523044A__20150607__20150609,INTE1523044A,2015-06-07,2015-06-09,1,1
INTE1523044A__20150611__20150611,INTE1523044A,2015-06-11,2015-06-11,2,2
INTE1523044A__20150612__20150612,INTE1523044A,2015-06-12,2015-06-12,3,2
INTE1523044A__20150612__20150614,INTE1523044A,2015-06-12,2015-06-14,1,1
INTE1523044A__20150613__20150613,INTE1523044A,2015-06-13,2015-06-13,10,4
INTE1523044A__20150614__20150614,INTE1523044A,2015-06-14,2015-06-14,2,2
INTE1523044A__20150616__20150616,INTE1523044A,2015-06-16,2015-06-16,1,1
INTE1523044A__20150823__20150823,INTE1523044A,2015-08-23,2015-08-23,31,1
INTE1523044A__20150823__20150824,INTE1523044A,2015-08-23,2015-08-24,2,1
INTE1523044A__20150831__20150831,INTE1523044A,2015-08-31,2015-08-31,31,1
INTE1523044A__20150912__20150912,INTE1523044A,2015-09-12,2015-09-12,3,1
INTE1523044A__20150912__20150913,INTE1523044A,2015-09-12,2015-09-13,24,1
INTE1523560A__20151003__20151003,INTE1523560A,2015-10-03,2015-10-03,32,2
INTE1525241A__20150427__20150427,INTE1525241A,2015-04-27,2015-04-27,1,1
INTE1525241A__20150504__20150504,INTE1525241A,2015-05-04,2015-05-04,1,1
INTE1525241A__20150605__20150605,INTE1525241A,2015-06-05,2015-06-05,5,1
INTE1525241A__20150606__20150606,INTE1525241A,2015-06-06,2015-06-06,1,1
INTE1525241A__20150607__20150607,INTE1525241A,2015-06-07,2015-06-07,1,1
INTE1525241A__20150608__20150608,INTE1525241A,2015-06-08,2015-06-08,1,1
INTE1525241A__20150609__20150609,INTE1525241A,2015-06-09,2015-06-09,1,1
INTE1525241A__20150611__20150611,INTE1525241A,2015-06-11,2015-06-11,2,1
INTE1525241A__20150613__20150613,INTE1525241A,2015-06-13,2015-06-13,2,2
INTE1525241A__20150614__20150614,INTE1525241A,2015-06-14,2015-06-14,2,2
INTE1525241A__20150615__20150615,INTE1525241A,2015-06-15,2015-06-15,1,1
INTE1525241A__20150616__20150616,INTE1525241A,2015-06-16,2015-06-16,1,1
INTE1525241A__20150724__20150724,INTE1525241A,2015-07-24,2015-07-24,1,1
INTE1525241A__20150810__20150810,INTE1525241A,2015-08-10,2015-08-10,1,1
INTE1525241A__20150813__20150813,INTE1525241A,2015-08-13,2015-08-13,20,4
INTE1525241A__20150823__20150823,INTE1525241A,2015-08-23,2015-08-23,5,2
INTE1525241A__20150824__20150824,INTE1525241A,2015-08-24,2015-08-24,3,2
INTE1525241A__20150831__20150831,INTE1525241A,2015-08-31,2015-08-31,25,4
INTE1525241A__20150831__20150901,INTE1525241A,2015-08-31,2015-09-01,1,1
INTE1525241A__20150912__20150912,INTE1525241A,2015-09-12,2015-09-12,7,2
INTE1525241A__20150912__20150913,INTE1525241A,2015-09-12,2015-09-13,7,2
INTE1525241A__20150912__20150914,INTE1525241A,2015-09-12,2015-09-14,1,1
INTE1525241A__20150913__20150913,INTE1525241A,2015-09-13,2015-09-13,21,2
INTE1525241A__20150913__20150914,INTE1525241A,2015-09-13,2015-09-14,34,1
INTE1525241A__20150917__20150917,INTE1525241A,2015-09-17,2015-09-17,1,1
INTE1525241A__20151001__20151002,INTE1525241A,2015-10-01,2015-10-02,65,2
INTE1525241A__20151003__20151003,INTE1525241A,2015-10-03,2015-10-03,13,1
INTE1525241A__20151003__20151004,INTE1525241A,2015-10-03,2015-10-04,1,1
INTE1527252A__20150501__20150504,INTE1527252A,2015-05-01,2015-05-04,1,1
INTE1527252A__20150605__20150605,INTE1527252A,2015-06-05,2015-06-05,2,2
INTE1527252A__20150606__20150606,INTE1527252A,2015-06-06,2015-06-06,4,2
INTE1527252A__20150606__20150607,INTE1527252A,2015-06-06,2015-06-07,2,1
INTE1527252A__20150607__20150607,INTE1527252A,2015-06-07,2015-06-07,3,2
INTE1527252A__20150612__20150612,INTE1527252A,2015-06-12,2015-06-12,1,1
INTE1527252A__20150718__20150718,INTE1527252A,2015-07-18,2015-07-18,1,1
INTE1527252A__20150721__20150721,INTE1527252A,2015-07-21,2015-07-21,1,1
INTE1527252A__20150722__20150723,INTE1527252A,2015-07-22,2015-07-23,1,1
INTE1527252A__20150813__20150813,INTE1527252A,2015-08-13,2015-08-13,3,2
INTE1527252A__20150814__20150814,INTE1527252A,2015-08-14,2015-08-14,1,1
INTE1527252A__20150823__20150823,INTE1527252A,2015-08-23,2015-08-23,2,2
INTE1527252A__20150823__20150824,INTE1527252A,2015-08-23,2015-08-24,2,1
INTE1527252A__20150824__20150824,INTE1527252A,2015-08-24,2015-08-24,9,2
INTE1527252A__20150831__20150831,INTE1527252A,2015-08-31,2015-08-31,14,5
INTE1527252A__20150831__20150901,INTE1527252A,2015-08-31,2015-09-01,6,2
INTE1527252A__20150912__20150913,INTE1527252A,2015-09-12,2015-09-13,11,4
INTE1527252A__20150913__20150913,INTE1527252A,2015-09-13,2015-09-13,6,3
INTE1527252A__20150913__20150914,INTE1527252A,2015-09-13,2015-09-14,3,3
INTE1527252A__20150917__20150917,INTE1527252A,2015-09-17,2015-09-17,6,2
INTE1527252A__20151001__20151002,INTE1527252A,2015-10-01,2015-10-02,35,2
INTE1527252A__20151002__20151002,INTE1527252A,2015-10-02,2015-10-02,1,1
INTE1527252A__20151003__20151003,INTE1527252A,2015-10-03,2015-10-03,10,2
INTE1527252A__20151003__20151004,INTE1527252A,2015-10-03,2015-10-04,3,1
INTE1527252A__20151104__20151106,INTE1527252A,2015-11-04,2015-11-06,1,1
INTE1527252A__20151106__20151106,INTE1527252A,2015-11-06,2015-11-06,11,1
INTE1529936A__20150721__20150722,INTE1529936A,2015-07-21,2015-07-22,1,1
INTE1529936A__20150813__20150813,INTE1529936A,2015-08-13,2015-08-13,3,3
INTE1529936A__20150823__20150823,INTE1529936A,2015-08-23,2015-08-23,5,2
INTE1529936A__20150830__20150831,INTE1529936A,2015-08-30,2015-08-31,1,1
INTE1529936A__20150831__20150831,INTE1529936A,2015-08-31,2015-08-31,12,3
INTE1529936A__20150831__20150901,INTE1529936A,2015-08-31,2015-09-01,2,2
INTE1529936A__20150912__20150913,INTE1529936A,2015-09-12,2015-09-13,1,1
INTE1529936A__20150913__20150913,INTE1529936A,2015-09-13,2015-09-13,2,1
INTE1529936A__20151001__20151002,INTE1529936A,2015-10-01,2015-10-02,1,1
INTE1529936A__20151003__20151003,INTE1529936A,2015-10-03,2015-10-03,9,3
INTE1529936A__20151028__20151028,INTE1529936A,2015-10-28,2015-10-28,3,1
INTE1601549A__20150609__20150609,INTE1601549A,2015-06-09,2015-06-09,1,1
INTE1601549A__20150614__20150614,INTE1601549A,2015-06-14,2015-06-14,1,1
INTE1601549A__20150722__20150722,INTE1601549A,2015-07-22,2015-07-22,1,1
INTE1601549A__20150813__20150813,INTE1601549A,2015-08-13,2015-08-13,4,2
INTE1601549A__20150831__20150831,INTE1601549A,2015-08-31,2015-08-31,1,1
INTE1601549A__20150831__20150901,INTE1601549A,2015-08-31,2015-09-01,2,1
INTE1601549A__20150912__20150912,INTE1601549A,2015-09-12,2015-09-12,1,1
INTE1601549A__20150912__20150913,INTE1601549A,2015-09-12,2015-09-13,1,1
INTE1601549A__20150913__20150913,INTE1601549A,2015-09-13,2015-09-13,2,1
INTE1601549A__20150913__20150914,INTE1601549A,2015-09-13,2015-09-14,1,1
INTE1601549A__20151001__20151002,INTE1601549A,2015-10-01,2015-10-02,4,1
INTE1601549A__20151028__20151028,INTE1601549A,2015-10-28,2015-10-28,3,1
INTE1601549A__20151120__20151122,INTE1601549A,2015-11-20,2015-11-22,2,1
INTE1601549A__20151130__20151130,INTE1601549A,2015-11-30,2015-11-30,1,1
INTE1604025A__20150612__20150612,INTE1604025A,2015-06-12,2015-06-12,1,1
INTE1604025A__20150613__20150613,INTE1604025A,2015-06-13,2015-06-13,1,1
INTE1604025A__20150613__20150614,INTE1604025A,2015-06-13,2015-06-14,1,1
INTE1604025A__20150615__20150615,INTE1604025A,2015-06-15,2015-06-15,1,1
INTE1604025A__20150913__20150914,INTE1604025A,2015-09-13,2015-09-14,1,1
INTE1604025A__20151001__20151002,INTE1604025A,2015-10-01,2015-10-02,1,1
INTE1604025A__20151125__20151126,INTE1604025A,2015-11-25,2015-11-26,3,1
INTE1604025A__20151231__20160101,INTE1604025A,2015-12-31,2016-01-01,1,1
INTE1607638A__20151107__20151107,INTE1607638A,2015-11-07,2015-11-07,2,1
INTE1610580A__20150813__20150813,INTE1610580A,2015-08-13,2015-08-13,1,1
INTE1610580A__20151028__20151028,INTE1610580A,2015-10-28,2015-10-28,2,1
INTE1610580A__20151125__20151126,INTE1610580A,2015-11-25,2015-11-26,1,1
INTE1610580A__20160229__20160229,INTE1610580A,2016-02-29,2016-02-29,1,1
INTE1612772A__20150913__20150914,INTE1612772A,2015-09-13,2015-09-14,1,1
INTE1612772A__20160126__20160126,INTE1612772A,2016-01-26,2016-01-26,2,1
INTE1612772A__20160225__20160225,INTE1612772A,2016-02-25,2016-02-25,1,1
INTE1616446A__20160526__20160529,INTE1616446A,2016-05-26,2016-05-29,16,1
INTE1616446A__20160528__20160528,INTE1616446A,2016-05-28,2016-05-28,14,1
INTE1616446A__20160528__20160601,INTE1616446A,2016-05-28,2016-06-01,15,2
INTE1616446A__20160528__20160606,INTE1616446A,2016-05-28,2016-06-06,148,3
INTE1616446A__20160529__20160608,INTE1616446A,2016-05-29,2016-06-08,28,1
INTE1616446A__20160530__20160605,INTE1616446A,2016-05-30,2016-06-05,3,1
INTE1616446A__20160605__20160608,INTE1616446A,2016-06-05,2016-06-08,34,1
INTE1616446A__20160606__20160608,INTE1616446A,2016-06-06,2016-06-08,20,1
INTE1617716A__20150606__20150607,INTE1617716A,2015-06-06,2015-06-07,1,1
INTE1617716A__20150813__20150813,INTE1617716A,2015-08-13,2015-08-13,2,1
INTE1617716A__20160305__20160305,INTE1617716A,2016-03-05,2016-03-05,1,1
INTE1617716A__20160512__20160512,INTE1617716A,2016-05-12,2016-05-12,2,1
INTE1617716A__20160526__20160526,INTE1617716A,2016-05-26,2016-05-26,1,1
INTE1617716A__20160527__20160527,INTE1617716A,2016-05-27,2016-05-27,1,1
INTE1617716A__20160527__20160528,INTE1617716A,2016-05-27,2016-05-28,3,1
INTE1617716A__20160528__20160529,INTE1617716A,2016-05-28,2016-05-29,1,1
INTE1617716A__20160529__20160529,INTE1617716A,2016-05-29,2016-05-29,1,1
INTE1617716A__20160530__20160530,INTE1617716A,2016-05-30,2016-05-30,1,1
INTE1617716A__20160530__20160531,INTE1617716A,2016-05-30,2016-05-31,23,1
INTE1617716A__20160530__20160601,INTE1617716A,2016-05-30,2016-06-01,8,3
INTE1617716A__20160531__20160601,INTE1617716A,2016-05-31,2016-06-01,3,1
INTE1617716A__20160601__20160605,INTE1617716A,2016-06-01,2016-06-05,1,1
INTE1617716A__20160602__20160605,INTE1617716A,2016-06-02,2016-06-05,1,1
INTE1617716A__20160604__20160605,INTE1617716A,2016-06-04,2016-06-05,1,1
INTE1617716A__20160607__20160607,INTE1617716A,2016-06-07,2016-06-07,1,1
INTE1617716A__20160608__20160608,INTE1617716A,2016-06-08,2016-06-08,3,1
INTE1620877A__20151106__20151107,INTE1620877A,2015-11-06,2015-11-07,1,1
INTE1620877A__20160422__20160423,INTE1620877A,2016-04-22,2016-04-23,1,1
INTE1620877A__20160521__20160523,INTE1620877A,2016-05-21,2016-05-23,1,1
INTE1620877A__20160522__20160523,INTE1620877A,2016-05-22,2016-05-23,1,1
INTE1620877A__20160523__20160523,INTE1620877A,2016-05-23,2016-05-23,3,1
INTE1620877A__20160529__20160602,INTE1620877A,2016-05-29,2016-06-02,1,1
INTE1620877A__20160529__20160603,INTE1620877A,2016-05-29,2016-06-03,4,1
INTE1620877A__20160529__20160604,INTE1620877A,2016-05-29,2016-06-04,2,1
INTE1620877A__20160529__20160605,INTE1620877A,2016-05-29,2016-06-05,1,1
INTE1620877A__20160530__20160601,INTE1620877A,2016-05-30,2016-06-01,6,2
INTE1620877A__20160530__20160605,INTE1620877A,2016-05-30,2016-06-05,1,1
INTE1620877A__20160531__20160531,INTE1620877A,2016-05-31,2016-05-31,6,3
INTE1620877A__20160531__20160602,INTE1620877A,2016-05-31,2016-06-02,11,2
INTE1620877A__20160531__20160603,INTE1620877A,2016-05-31,2016-06-03,2,1
INTE1620877A__20160531__20160604,INTE1620877A,2016-05-31,2016-06-04,2,1
INTE1620877A__20160531__20160606,INTE1620877A,2016-05-31,2016-06-06,1,1
INTE1620877A__20160601__20160602,INTE1620877A,2016-06-01,2016-06-02,6,2
INTE1620877A__20160602__20160602,INTE1620877A,2016-06-02,2016-06-02,1,1
INTE1620877A__20160603__20160604,INTE1620877A,2016-06-03,2016-06-04,3,1
INTE1620877A__20160606__20160606,INTE1620877A,2016-06-06,2016-06-06,6,3
INTE1620877A__20160606__20160607,INTE1620877A,2016-06-06,2016-06-07,6,2
INTE1620877A__20160607__20160608,INTE1620877A,2016-06-07,2016-06-08,6,2
INTE1620877A__20160616__20160616,INTE1620877A,2016-06-16,2016-06-16,6,2
INTE1620877A__20160623__20160623,INTE1620877A,2016-06-23,2016-06-23,12,1
INTE1620877A__20160624__20160624,INTE1620877A,2016-06-24,2016-06-24,1,1
INTE1620877A__20160624__20160625,INTE1620877A,2016-06-24,2016-06-25,19,1
INTE1620877A__20160625__20160625,INTE1620877A,2016-06-25,2016-06-25,5,1
INTE1625246A__20150831__20150831,INTE1625246A,2015-08-31,2015-08-31,1,1
INTE1625246A__20160511__20160511,INTE1625246A,2016-05-11,2016-05-11,1,1
INTE1625246A__20160512__20160512,INTE1625246A,2016-05-12,2016-05-12,1,1
INTE1625246A__20160522__20160522,INTE1625246A,2016-05-22,2016-05-22,1,1
INTE1625246A__20160525__20160525,INTE1625246A,2016-05-25,2016-05-25,1,1
INTE1625246A__20160527__20160527,INTE1625246A,2016-05-27,2016-05-27,3,2
INTE1625246A__20160529__20160529,INTE1625246A,2016-05-29,2016-05-29,2,1
INTE1625246A__20160529__20160531,INTE1625246A,2016-05-29,2016-05-31,3,2
INTE1625246A__20160529__20160601,INTE1625246A,2016-05-29,2016-06-01,1,1
INTE1625246A__20160529__20160602,INTE1625246A,2016-05-29,2016-06-02,1,1
INTE1625246A__20160529__20160603,INTE1625246A,2016-05-29,2016-06-03,1,1
INTE1625246A__20160530__20160530,INTE1625246A,2016-05-30,2016-05-30,3,3
INTE1625246A__20160530__20160531,INTE1625246A,2016-05-30,2016-05-31,11,3
INTE1625246A__20160530__20160601,INTE1625246A,2016-05-30,2016-06-01,6,1
INTE1625246A__20160530__20160603,INTE1625246A,2016-05-30,2016-06-03,2,1
INTE1625246A__20160531__20160531,INTE1625246A,2016-05-31,2016-05-31,1,1
INTE1625246A__20160531__20160601,INTE1625246A,2016-05-31,2016-06-01,6,3
INTE1625246A__20160531__20160602,INTE1625246A,2016-05-31,2016-06-02,9,1
INTE1625246A__20160601__20160601,INTE1625246A,2016-06-01,2016-06-01,1,1
INTE1625246A__20160601__20160602,INTE1625246A,2016-06-01,2016-06-02,1,1
INTE1625246A__20160601__20160604,INTE1625246A,2016-06-01,2016-06-04,1,1
INTE1625246A__20160602__20160602,INTE1625246A,2016-06-02,2016-06-02,1,1
INTE1625246A__20160602__20160603,INTE1625246A,2016-06-02,2016-06-03,3,1
INTE1625246A__20160602__20160604,INTE1625246A,2016-06-02,2016-06-04,11,1
INTE1625246A__20160603__20160603,INTE1625246A,2016-06-03,2016-06-03,11,1
INTE1625246A__20160603__20160604,INTE1625246A,2016-06-03,2016-06-04,1,1
INTE1625246A__20160604__20160604,INTE1625246A,2016-06-04,2016-06-04,2,2
INTE1625246A__20160605__20160605,INTE1625246A,2016-06-05,2016-06-05,2,1
INTE1625246A__20160606__20160606,INTE1625246A,2016-06-06,2016-06-06,1,1
INTE1625246A__20160606__20160607,INTE1625246A,2016-06-06,2016-06-07,1,1
INTE1625246A__20160606__20160608,INTE1625246A,2016-06-06,2016-06-08,1,1
INTE1625246A__20160607__20160608,INTE1625246A,2016-06-07,2016-06-08,1,1
INTE1625246A__20160608__20160608,INTE1625246A,2016-06-08,2016-06-08,3,2
INTE1625246A__20160615__20160615,INTE1625246A,2016-06-15,2016-06-15,1,1
INTE1625246A__20160617__20160617,INTE1625246A,2016-06-17,2016-06-17,2,2
INTE1625246A__20160624__20160624,INTE1625246A,2016-06-24,2016-06-24,2,2
INTE1625246A__20160625__20160625,INTE1625246A,2016-06-25,2016-06-25,7,1
INTE1626972A__20160511__20160511,INTE1626972A,2016-05-11,2016-05-11,1,1
INTE1626972A__20160521__20160524,INTE1626972A,2016-05-21,2016-05-24,1,1
INTE1626972A__20160527__20160527,INTE1626972A,2016-05-27,2016-05-27,1,1
INTE1626972A__20160529__20160529,INTE1626972A,2016-05-29,2016-05-29,1,1
INTE1626972A__20160529__20160530,INTE1626972A,2016-05-29,2016-05-30,5,1
INTE1626972A__20160529__20160601,INTE1626972A,2016-05-29,2016-06-01,2,2
INTE1626972A__20160529__20160603,INTE1626972A,2016-05-29,2016-06-03,5,1
INTE1626972A__20160529__20160606,INTE1626972A,2016-05-29,2016-06-06,1,1
INTE1626972A__20160530__20160531,INTE1626972A,2016-05-30,2016-05-31,2,1
INTE1626972A__20160530__20160602,INTE1626972A,2016-05-30,2016-06-02,1,1
INTE1626972A__20160601__20160602,INTE1626972A,2016-06-01,2016-06-02,1,1
INTE1626972A__20160604__20160606,INTE1626972A,2016-06-04,2016-06-06,1,1
INTE1626972A__20160606__20160606,INTE1626972A,2016-06-06,2016-06-06,2,1
INTE1626972A__20160608__20160608,INTE1626972A,2016-06-08,2016-06-08,1,1
INTE1626972A__20160611__20160611,INTE1626972A,2016-06-11,2016-06-11,5,1
INTE1626972A__20160615__20160615,INTE1626972A,2016-06-15,2016-06-15,1,1
INTE1626972A__20160617__20160617,INTE1626972A,2016-06-17,2016-06-17,5,3
INTE1626972A__20160617__20160618,INTE1626972A,2016-06-17,2016-06-18,1,1
INTE1626972A__20160624__20160624,INTE1626972A,2016-06-24,2016-06-24,10,4
INTE1626972A__20160704__20160704,INTE1626972A,2016-07-04,2016-07-04,1,1
INTE1626972A__20160722__20160722,INTE1626972A,2016-07-22,2016-07-22,2,2
INTE1630434A__20160422__20160422,INTE1630434A,2016-04-22,2016-04-22,1,1
INTE1630434A__20160511__20160511,INTE1630434A,2016-05-11,2016-05-11,1,1
INTE1630434A__20160527__20160527,INTE1630434A,2016-05-27,2016-05-27,1,1
INTE1630434A__20160529__20160601,INTE1630434A,2016-05-29,2016-06-01,1,1
INTE1630434A__20160529__20160604,INTE1630434A,2016-05-29,2016-06-04,1,1
INTE1630434A__20160529__20160606,INTE1630434A,2016-05-29,2016-06-06,1,1
INTE1630434A__20160530__20160531,INTE1630434A,2016-05-30,2016-05-31,5,3
INTE1630434A__20160530__20160602,INTE1630434A,2016-05-30,2016-06-02,1,1
INTE1630434A__20160530__20160603,INTE1630434A,2016-05-30,2016-06-03,1,1
INTE1630434A__20160530__20160605,INTE1630434A,2016-05-30,2016-06-05,2,1
INTE1630434A__20160530__20160606,INTE1630434A,2016-05-30,2016-06-06,2,1
INTE1630434A__20160531__20160601,INTE1630434A,2016-05-31,2016-06-01,2,2
INTE1630434A__20160601__20160604,INTE1630434A,2016-06-01,2016-06-04,1,1
INTE1630434A__20160603__20160604,INTE1630434A,2016-06-03,2016-06-04,1,1
INTE1630434A__20160603__20160605,INTE1630434A,2016-06-03,2016-06-05,1,1
INTE1630434A__20160605__20160605,INTE1630434A,2016-06-05,2016-06-05,1,1
INTE1630434A__20160606__20160606,INTE1630434A,2016-06-06,2016-06-06,1,1
INTE1630434A__20160615__20160615,INTE1630434A,2016-06-15,2016-06-15,1,1
INTE1630434A__20160616__20160616,INTE1630434A,2016-06-16,2016-06-16,1,1
INTE1630434A__20160617__20160617,INTE1630434A,2016-06-17,2016-06-17,3,2
INTE1630434A__20160618__20160618,INTE1630434A,2016-06-18,2016-06-18,1,1
INTE1630434A__20160622__20160623,INTE1630434A,2016-06-22,2016-06-23,1,1
INTE1630434A__20160623__20160623,INTE1630434A,2016-06-23,2016-06-23,53,4
INTE1630434A__20160629__20160629,INTE1630434A,2016-06-29,2016-06-29,1,1
INTE1630434A__20160721__20160721,INTE1630434A,2016-07-21,2016-07-21,4,2
INTE1630434A__20160731__20160731,INTE1630434A,2016-07-31,2016-07-31,1,1
INTE1630434A__20160818__20160818,INTE1630434A,2016-08-18,2016-08-18,1,1
INTE1633036A__20160523__20160524,INTE1633036A,2016-05-23,2016-05-24,1,1
INTE1633036A__20160528__20160528,INTE1633036A,2016-05-28,2016-05-28,3,3
INTE1633036A__20160528__20160604,INTE1633036A,2016-05-28,2016-06-04,1,1
INTE1633036A__20160529__20160529,INTE1633036A,2016-05-29,2016-05-29,1,1
INTE1633036A__20160529__20160530,INTE1633036A,2016-05-29,2016-05-30,2,1
INTE1633036A__20160529__20160604,INTE1633036A,2016-05-29,2016-06-04,1,1
INTE1633036A__20160530__20160531,INTE1633036A,2016-05-30,2016-05-31,4,3
INTE1633036A__20160530__20160602,INTE1633036A,2016-05-30,2016-06-02,1,1
INTE1633036A__20160530__20160603,INTE1633036A,2016-05-30,2016-06-03,2,1
INTE1633036A__20160531__20160531,INTE1633036A,2016-05-31,2016-05-31,3,3
INTE1633036A__20160531__20160605,INTE1633036A,2016-05-31,2016-06-05,1,1
INTE1633036A__20160601__20160601,INTE1633036A,2016-06-01,2016-06-01,1,1
INTE1633036A__20160601__20160603,INTE1633036A,2016-06-01,2016-06-03,2,2
INTE1633036A__20160601__20160604,INTE1633036A,2016-06-01,2016-06-04,1,1
INTE1633036A__20160602__20160620,INTE1633036A,2016-06-02,2016-06-20,1,1
INTE1633036A__20160603__20160603,INTE1633036A,2016-06-03,2016-06-03,1,1
INTE1633036A__20160605__20160605,INTE1633036A,2016-06-05,2016-06-05,1,1
INTE1633036A__20160605__20160607,INTE1633036A,2016-06-05,2016-06-07,1,1
INTE1633036A__20160607__20160608,INTE1633036A,2016-06-07,2016-06-08,1,1
INTE1633036A__20160611__20160611,INTE1633036A,2016-06-11,2016-06-11,2,1
INTE1633036A__20160612__20160612,INTE1633036A,2016-06-12,2016-06-12,1,1
INTE1633036A__20160615__20160615,INTE1633036A,2016-06-15,2016-06-15,6,2
INTE1633036A__20160615__20160617,INTE1633036A,2016-06-15,2016-06-17,1,1
INTE1633036A__20160617__20160617,INTE1633036A,2016-06-17,2016-06-17,2,1
INTE1633036A__20160622__20160622,INTE1633036A,2016-06-22,2016-06-22,8,2
INTE1633036A__20160622__20160624,INTE1633036A,2016-06-22,2016-06-24,1,1
INTE1633036A__20160623__20160623,INTE1633036A,2016-06-23,2016-06-23,5,2
INTE1633036A__20160623__20160624,INTE1633036A,2016-06-23,2016-06-24,1,1
INTE1633036A__20160624__20160624,INTE1633036A,2016-06-24,2016-06-24,1,1
INTE1633036A__20160630__20160630,INTE1633036A,2016-06-30,2016-06-30,1,1
INTE1633036A__20160722__20160722,INTE1633036A,2016-07-22,2016-07-22,12,5
INTE1633036A__20160722__20160723,INTE1633036A,2016-07-22,2016-07-23,1,1
INTE1633036A__20160816__20160816,INTE1633036A,2016-08-16,2016-08-16,1,1
INTE1633036A__20160817__20160817,INTE1633036A,2016-08-17,2016-08-17,1,1
INTE1633036A__20160904__20160904,INTE1633036A,2016-09-04,2016-09-04,1,1
INTE1633036A__20160904__20160905,INTE1633036A,2016-09-04,2016-09-05,3,1
INTE1633036A__20160913__20160913,INTE1633036A,2016-09-13,2016-09-13,1,1
INTE1633036A__20160915__20160915,INTE1633036A,2016-09-15,2016-09-15,1,1
INTE1633036A__20160928__20160929,INTE1633036A,2016-09-28,2016-09-29,2,1
INTE1633036A__20161001__20161001,INTE1633036A,2016-10-01,2016-10-01,2,1
INTE1637086A__20161123__20161124,INTE1637086A,2016-11-23,2016-11-24,5,1
INTE1637086A__20161123__20161125,INTE1637086A,2016-11-23,2016-11-25,17,1
