cod_commune,commune_name,n_flood_events,first_event,last_event
69159,Porte des Pierres Dorées,12,1982-12-08,2022-05-24
71016,Azé,12,1982-12-08,2022-05-20
71305,Montbellet,12,1982-12-08,2022-05-20
72071,Montval-sur-Loir,12,1983-04-01,2022-05-20
76216,Déville-lès-Rouen,12,1988-02-11,2022-09-30
76238,Épouville,12,1992-12-02,2022-05-24
76349,Hautot-sur-Mer,12,1988-01-22,2022-05-24
76465,Neuville-Ferrières,12,1990-02-13,2025-04-04
76636,Saint-Pierre-de-Varengeville,12,1983-06-05,2020-08-16
77182,La Ferté-Gaucher,12,1983-04-01,2024-10-22
78575,Saint-Rémy-lès-Chevreuse,12,1992-05-31,2024-11-15
81062,Fontrieu,12,1995-12-16,2023-10-20
81120,Labruguière,12,1987-09-01,2025-02-11
82112,Moissac,12,1992-05-31,2025-06-11
83042,Cogolin,12,1996-09-21,2025-06-11
83094,Le Plan-de-la-Tour,12,1990-10-12,2025-06-11
84012,Beaumes-de-Venise,12,1982-11-06,2025-10-02
84132,Le Thor,12,1982-11-06,2025-10-02
84133,La Tour-d'Aigues,12,1982-11-06,2022-05-20
86041,Buxerolles,12,1982-12-08,2022-05-24
86115,Jaunay-Marigny,12,1982-12-08,2022-05-24
86233,Valdivienne,12,1982-12-08,2024-10-22
86236,Saint-Pierre-de-Maillé,12,1982-12-08,2024-10-22
88304,Mirecourt,12,1982-12-08,2024-10-22
88383,Remiremont,12,1983-04-01,2025-07-01
88487,Le Val-d'Ajol,12,1982-10-13,2024-03-04
89387,Sens,12,1983-04-01,2022-10-10
91021,Arpajon,12,1982-12-08,2024-12-24
91027,Athis-Mons,12,1982-12-08,2022-10-14
91044,Ballainvilliers,12,1988-07-23,2022-12-15
91103,Brétigny-sur-Orge,12,1983-04-09,2024-11-15
91174,Corbeil-Essonnes,12,1982-12-08,2025-02-11
91191,Crosne,12,1982-12-08,2021-06-20
91587,Saulx-les-Chartreux,12,1988-07-23,2024-12-24
92063,Rueil-Malmaison,12,1992-05-31,2024-12-24
93051,Noisy-le-Grand,12,1983-04-01,2021-07-14
93073,Tremblay-en-France,12,1983-06-24,2024-10-22
95197,Deuil-la-Barre,12,1983-06-22,2022-05-20
95210,Enghien-les-Bains,12,1983-06-22,2025-03-26
97220,Rivière-Pilote,12,1990-10-03,2024-12-04
97228,Sainte-Marie,12,1990-10-03,2022-05-24
97405,Petite-Île,12,1993-01-18,2024-04-09
97414,Saint-Louis,12,1993-01-18,2024-04-09
97415,Saint-Paul,12,1993-01-18,2024-01-25
97416,Saint-Pierre,12,1993-01-18,2025-04-30
97418,Sainte-Marie,12,1993-01-18,2024-01-25
97422,Le Tampon,12,1993-01-18,2024-04-09
01305,Pont-de-Vaux,11,1982-12-08,2022-05-20
02051,Barzy-sur-Marne,11,1983-04-01,2024-06-19
02307,La Ferté-Milon,11,1988-12-02,2022-05-24
02361,Guise,11,1983-06-23,2022-05-24
02408,Laon,11,1988-05-09,2022-05-20
02648,Ribemont,11,1983-06-23,2022-05-24
02684,Saint-Michel,11,1992-06-09,2022-05-24
02738,Tergnier,11,1983-06-23,2023-11-07
06010,Le Bar-sur-Loup,11,1982-11-06,2024-11-15
06022,Bouyon,11,1982-11-06,2020-10-03
06046,Colomars,11,1994-01-06,2024-12-24
06059,Èze,11,1982-11-06,2020-10-03
06092,Peillon,11,1982-11-06,2019-11-24
06113,Sainte-Agnès,11,1982-11-06,2019-12-20
06147,Tourrette-Levens,11,1993-10-05,2025-10-02
06159,Villefranche-sur-Mer,11,1982-11-06,2020-10-03
07028,Beaulieu,11,1982-09-20,2022-05-20
07050,Chambonas,11,1989-11-02,2024-11-15
07081,Dompnac,11,1992-09-22,2025-02-11
07100,Gravières,11,1989-11-02,2024-11-15
07118,Laboule,11,1992-09-22,2025-02-11
07259,Saint-Just-d'Ardèche,11,1992-09-22,2024-11-15
07331,Vals-les-Bains,11,1989-11-02,2022-05-24
08028,Aubrives,11,1990-12-31,2022-05-24
08043,Balan,11,1983-04-01,2022-05-20
08140,Dom-le-Mesnil,11,1983-04-01,2022-05-20
08387,Saint-Loup-Terrier,11,1987-07-20,2018-06-11
08487,Vireux-Wallerand,11,1990-12-31,2024-10-22
08491,Vrigne aux Bois,11,1983-06-24,2022-05-24
08494,Wadelincourt,11,1983-04-01,2022-05-20
10033,Bar-sur-Aube,11,1983-04-10,2022-05-24
11014,Armissan,11,1992-01-22,2022-05-20
11040,Bizanet,11,1987-10-10,2022-05-20
11055,Bugarach,11,1987-07-15,2022-05-20
11068,Capendu,11,1987-10-10,2022-05-20
11117,Davejean,11,1987-10-10,2022-05-20
11132,Fabrezan,11,1987-10-10,2022-05-20
11137,Félines-Termenès,11,1987-10-10,2022-05-20
11140,Ferrals-les-Corbières,11,1987-10-10,2022-05-20
11183,Ladern-sur-Lauquet,11,1992-01-22,2022-05-20
11256,Montséret,11,1987-10-10,2022-05-20
11276,Paziols,11,1987-10-10,2022-05-20
11279,Pennautier,11,1992-01-22,2022-05-20
11295,Portel-des-Corbières,11,1992-01-22,2022-05-20
11311,Ribaute,11,1987-10-10,2022-05-24
11337,Saint-Couat-d'Aude,11,1987-10-09,2022-05-20
11344,Saint-Hilaire,11,1992-01-22,2024-08-22
11345,Saint-Jean-de-Barrou,11,1987-10-10,2022-05-20
11351,Saint-Laurent-de-la-Cabrerisse,11,1987-10-10,2022-05-20
11398,Treilles,11,1992-01-22,2022-05-20
11431,Villeneuve-les-Corbières,11,1987-10-10,2022-05-20
11436,Villesèque-des-Corbières,11,1992-01-22,2022-05-20
11441,Vinassan,11,1989-08-05,2022-05-20
13002,Allauch,11,1989-09-10,2025-10-02
13026,Châteauneuf-les-Martigues,11,1993-09-22,2025-10-02
13040,Fuveau,11,1993-09-22,2022-05-20
13050,Lambesc,11,1993-09-22,2025-10-28
13054,Marignane,11,1993-09-22,2025-10-28
13066,Noves,11,1987-08-23,2025-10-02
13082,Rognes,11,1993-09-22,2023-10-20
14047,Bayeux,11,1989-04-01,2022-10-10
14061,Souleuvre en Bocage,11,1990-02-12,2022-05-24
14174,Condé-en-Normandie,11,1988-01-15,2022-05-20
14366,Lisieux,11,1983-06-23,2022-05-20
14689,Le Hom,11,1990-02-14,2022-05-20
16154,Gond-Pontouvre,11,1982-12-08,2025-10-02
18223,Saint-Martin-d'Auxigny,11,1999-12-25,2024-11-15
19246,Saint-Viance,11,1983-07-19,2025-05-27
22187,Plérin,11,1988-01-15,2025-10-02
24291,Montignac-Lascaux,11,1982-12-08,2025-05-27
24350,Razac-sur-l'Isle,11,1993-09-22,2025-05-27
25461,Pompierre-sur-Doubs,11,1982-12-08,2022-05-24
26085,Châteauneuf-du-Rhône,11,1983-05-16,2022-05-20
26156,Larnage,11,1987-09-25,2022-05-20
26174,Margès,11,1987-09-25,2022-05-20
26210,Valherbasse,11,1987-09-25,2024-01-05
26271,La Roche-de-Glun,11,1983-05-16,2022-05-20
26330,Saint-Sorlin-en-Valloire,11,1987-09-25,2023-10-05
26357,Tulette,11,1991-07-30,2022-05-20
29232,Quimper,11,1990-02-12,2023-04-17
2B002,Aghione,11,1989-09-01,2022-05-24
2B077,Castellare-di-Casinca,11,1989-09-01,2022-05-24
2B164,Monacia-d'Orezza,11,1993-10-31,2022-05-24
2B169,Morosaglia,11,1992-10-20,2022-05-24
2B239,Poggio-d'Oletta,11,1993-09-23,2022-12-14
2B298,Saint-Florent,11,1993-09-23,2022-12-14
2B309,Santa-Maria-di-Lota,11,1988-05-12,2022-12-12
2B318,Taglio-Isolaccio,11,1989-09-01,2021-11-15
30007,Alès,11,1987-07-16,2022-05-20
30033,Beauvoisin,11,1987-02-11,2022-05-20
30047,Bouillargues,11,1987-02-11,2022-12-15
30076,Cavillargues,11,1990-10-12,2025-10-28
30114,Fontanès,11,1988-10-03,2022-05-20
30123,Gallargues-le-Montueux,11,1988-10-03,2022-05-20
30169,Milhaud,11,1987-02-11,2022-05-20
30198,Les Plantiers,11,1992-09-21,2022-05-24
30214,Ribaute-les-Tavernes,11,1987-10-29,2022-05-24
30231,Saint-André-de-Valborgne,11,1992-09-21,2022-05-24
30243,Saint-Christol-lez-Alès,11,1987-10-29,2022-05-24
30309,Sardan,11,1992-09-21,2022-05-20
30310,Saumane,11,1992-09-21,2022-05-24
30314,Savignargues,11,1988-10-11,2022-05-24
31004,Ayguesvives,11,1988-04-23,2022-05-20
31033,Auterive,11,1992-05-29,2022-05-20
31052,Beaumont-sur-Lèze,11,1992-06-09,2023-10-20
31145,Cintegabelle,11,1992-05-29,2022-05-20
32319,Plaisance,11,1983-07-17,2023-08-23
32462,Vic-Fezensac,11,1993-12-23,2023-08-23
33065,Bouliac,11,1983-07-04,2022-05-20
33084,Cambes,11,1982-12-08,2022-05-24
33138,Coutras,11,1982-12-08,2024-03-04
33174,Fronsac,11,1982-12-08,2022-05-20
33213,La Brède,11,1982-12-08,2022-05-20
33214,Lacanau,11,1982-12-08,2024-05-14
33330,Pompignac,11,1982-12-08,2022-05-20
33349,Quinsac,11,1982-12-08,2022-05-24
33413,Saint-Germain-du-Puch,11,1982-12-08,2023-10-20
33505,La Sauve,11,1982-12-08,2022-05-20
33533,Toulenne,11,1982-12-08,2022-05-20
33535,Tresses,11,1983-07-04,2022-05-20
34013,Aspiran,11,1990-10-23,2022-05-20
34022,Baillargues,11,1994-10-17,2023-01-02
34027,Beaulieu,11,1992-09-21,2022-12-14
34041,Brignac,11,1994-10-17,2022-05-20
34073,Cers,11,1993-10-28,2022-05-20
34079,Clermont-l'Hérault,11,1990-10-23,2022-05-20
34108,Frontignan,11,1994-10-17,2022-05-20
34151,Marsillargues,11,1994-10-17,2022-05-20
34157,Mèze,11,1990-10-19,2022-05-20
34169,Montferrier-sur-Lez,11,1994-10-19,2022-05-20
34225,Puisserguier,11,1987-10-09,2022-05-20
34255,Saint-Gély-du-Fesc,11,1994-10-17,2022-12-14
34300,Servian,11,1987-12-02,2022-05-20
35037,Bréal-sous-Montfort,11,1988-01-25,2025-02-12
35047,Bruz,11,1988-01-06,2025-04-04
35123,Goven,11,1983-07-06,2025-02-12
35133,Iffendic,11,1988-01-25,2025-02-12
35188,Montfort-sur-Meu,11,1988-01-25,2025-02-12
36018,Le Blanc,11,1982-12-08,2024-04-18
38110,Chuzelles,11,1982-11-26,2025-02-11
38130,La Côte-Saint-André,11,1982-11-26,2025-10-02
38288,Oytier-Saint-Oblas,11,1982-11-26,2022-05-20
38468,Salaise-sur-Sanne,11,1982-11-26,2022-05-20
38546,Vignieu,11,1982-11-26,2024-10-22
40077,Cauneille,11,1983-08-26,2021-12-12
40312,Tarnos,11,1988-06-17,2021-01-31
44149,Saffré,11,1993-01-10,2025-02-12
44204,Thouaré-sur-Loire,11,1982-12-08,2024-07-10
47051,Castelculier,11,1993-06-01,2023-08-23
47145,Layrac,11,1993-06-01,2023-08-23
47165,Meilhan-sur-Garonne,11,1982-12-08,2022-05-20
47195,Nérac,11,1990-08-13,2024-12-04
47310,Tonneins,11,1982-12-08,2025-06-11
47315,Trentels,11,1988-05-25,2022-05-20
48148,Saint-Étienne-Vallée-Française,11,1994-11-04,2024-11-15
48155,Saint-Germain-de-Calberte,11,1992-09-21,2025-02-11
49069,Orée d'Anjou,11,1982-12-08,2007-06-03
49125,Doué-en-Anjou,11,1983-04-01,2022-05-20
49235,Parnay,11,1982-12-08,2022-05-24
49307,Loire-Authion,11,1982-12-08,2003-07-16
50615,Valognes,11,1983-07-06,2025-10-28
51250,Fismes,11,1988-03-24,2021-07-16
51454,Reims,11,1992-05-29,2023-11-07
52182,Éclaron-Braucourt-Sainte-Livière,11,1982-12-08,2021-07-16
54159,Dombasle-sur-Meurthe,11,1982-12-08,2018-05-28
54253,Hatrize,11,1982-12-08,2024-04-09
54273,Jarny,11,1982-12-08,2024-08-22
54274,Jarville-la-Malgrange,11,1983-05-25,2022-05-20
54277,Jeandelize,11,1982-12-08,2022-05-20
54323,Longwy,11,1982-12-08,2022-05-20
54597,Xirocourt,11,1982-12-08,2022-05-20
56178,Pontivy,11,1988-01-15,2022-05-24
57153,Corny-sur-Moselle,11,1982-12-08,2024-10-22
57413,Longeville-lès-Saint-Avold,11,1982-12-08,2024-06-19
57460,Merten,11,1982-12-08,2024-06-19
57505,Niderviller,11,1982-12-08,2022-05-20
57630,Sarrebourg,11,1982-12-08,2022-05-20
59018,Arnèke,11,1991-11-19,2024-01-05
59033,Aulnoye-Aymeries,11,1990-08-15,2022-05-24
59210,Esquelbecq,11,1991-01-01,2024-01-05
59324,Jeumont,11,1983-06-21,2022-05-24
59615,Vieux-Berquin,11,1988-02-05,2024-01-25
59650,Wattrelos,11,1983-06-21,2016-06-17
60057,Beauvais,11,1993-12-19,2021-06-22
60159,Compiègne,11,1992-06-03,2022-05-20
61145,Domfront en Poiraie,11,1989-05-25,2020-05-09
62075,Baincthun,11,1992-10-18,2024-10-22
62105,Belle-et-Houllefort,11,1998-10-31,2024-01-25
62109,Bergueneuse,11,1994-12-25,2024-01-25
62254,Coyecques,11,1988-01-20,2024-01-25
62313,Estrée-Blanche,11,1993-05-11,2024-01-25
62376,Gonnehem,11,1988-01-20,2024-01-25
62408,Hames-Boucres,11,1991-11-13,2024-01-25
62448,Hesdin-l'Abbé,11,1993-12-19,2024-01-25
62473,Isbergues,11,1991-11-18,2024-02-16
62502,Lestrem,11,1988-01-20,2024-01-25
62525,Longuenesse,11,1983-06-22,2024-01-25
62527,Longvilliers,11,1988-01-20,2024-03-13
62535,La Madelaine-sous-Montreuil,11,1988-01-20,2024-01-25
62560,Marquise,11,1988-01-20,2025-04-30
62618,Nordausques,11,1988-01-20,2024-03-13
62652,Pernes,11,1993-12-19,2021-07-24
62763,Saint-Michel-sur-Ternoise,11,1994-05-14,2024-01-25
62770,Saint-Venant,11,1988-01-20,2024-01-25
62773,Samer,11,1994-12-08,2024-03-13
62832,Tubersent,11,1988-01-20,2024-01-05
62894,Wimille,11,1991-11-18,2024-01-05
63291,Puy-Guillaume,11,1983-07-19,2022-05-20
64100,Bassussarry,11,1982-11-06,2021-12-12
64147,Briscous,11,1982-11-06,2022-05-24
64189,Ciboure,11,1982-11-06,2021-12-12
64315,Laroin,11,1982-11-06,2025-10-02
64324,Lasseube,11,1982-11-06,2025-07-01
64422,Oloron-Sainte-Marie,11,1982-11-06,2023-08-23
64424,Ordiarp,11,1982-11-06,2022-05-20
64477,Saint-Étienne-de-Baïgorry,11,1982-11-06,2022-05-24
64538,Uhart-Cize,11,1982-11-06,2022-05-24
65059,Bagnères-de-Bigorre,11,1993-05-04,2023-10-20
65440,Tarbes,11,1989-08-19,2022-05-24
66037,Canet-en-Roussillon,11,1989-10-27,2022-05-24
66050,Claira,11,1992-01-22,2022-05-24
66088,Ille-sur-Têt,11,1987-10-10,2025-10-02
66093,Laroque-des-Albères,11,1987-08-23,2022-05-24
66096,Latour-de-France,11,1987-10-10,2022-05-20
66106,Maureillas-las-Illas,11,1987-12-04,2022-05-20
66148,Port-Vendres,11,1987-10-03,2022-05-24
66171,Saint-Cyprien,11,1989-11-17,2022-05-24
66175,Saint-Génis-des-Fontaines,11,1989-10-27,2022-05-24
67120,Eichhoffen,11,1982-12-08,2022-05-24
67133,Eschbourg,11,1982-12-08,2024-06-19
67156,Geudertheim,11,1983-04-01,2022-05-24
67180,Haguenau,11,1983-05-22,2024-12-24
68010,Aspach,11,1989-08-16,2022-05-20
69064,Condrieu,11,1982-12-08,2024-11-15
69089,Francheville,11,1983-04-01,2024-11-15
69122,Lucenay,11,1982-12-08,2022-05-20
69136,Montagny,11,1982-12-08,2024-11-15
69275,Décines-Charpieu,11,1982-12-08,2022-05-20
69282,Meyzieu,11,1983-04-01,2023-10-20
70550,Vesoul,11,1982-10-14,2022-05-20
71236,Igé,11,1982-12-08,2022-05-20
71270,Mâcon,11,1982-12-08,2022-05-20
71336,Ouroux-sur-Saône,11,1982-12-08,2022-05-20
71420,Saint-Germain-du-Plain,11,1982-12-08,2022-05-20
71550,Uchizy,11,1982-12-08,2022-05-20
73010,Entrelacs,11,1988-06-16,2023-10-20
73157,Modane,11,1987-07-01,2025-07-21
76057,Barentin,11,1993-06-09,2020-08-16
76157,Canteleu,11,1990-02-26,2018-02-06
76719,Valmont,11,1983-06-05,2019-06-25
77005,Annet-sur-Marne,11,1982-12-08,2021-06-20
77042,Boissy-le-Châtel,11,1982-12-08,2024-10-22
77132,Coupvray,11,1983-04-01,2022-05-20
77284,Meaux,11,1982-12-08,2021-06-20
77372,Pomponne,11,1982-12-08,2021-06-20
77400,Saint-Augustin,11,1982-12-08,2022-05-20
77415,Saint-Jean-les-Deux-Jumeaux,11,1982-12-08,2021-06-20
77448,Sept-Sorts,11,1982-12-08,2024-12-04
78172,Conflans-Sainte-Honorine,11,1983-07-05,2024-12-04
79191,Niort,11,1982-12-08,2022-05-24
79270,Saint-Maixent-l'École,11,1982-12-08,2024-04-09
82032,Castelsagrat,11,1993-08-14,2025-06-11
82079,Labastide-Saint-Pierre,11,1991-09-10,2022-05-20
83062,La Garde,11,1982-09-29,2025-10-02
83063,La Garde-Freinet,11,2002-07-14,2025-06-11
83067,Gonfaron,11,2002-10-10,2025-06-11
83098,Le Pradet,11,1982-09-29,2025-10-02
83126,La Seyne-sur-Mer,11,1982-09-29,2025-10-02
83141,Trans-en-Provence,11,1994-01-06,2024-12-24
83144,La Valette-du-Var,11,1982-09-29,2025-10-02
84004,Aubignan,11,1982-11-06,2025-10-02
84016,Bédarrides,11,1982-11-06,2022-05-20
84019,Bollène,11,1982-11-06,2022-12-14
84031,Carpentras,11,1982-11-06,2025-10-02
84043,Entraigues-sur-la-Sorgue,11,1982-11-06,2025-10-02
84074,Mérindol,11,1982-11-06,2025-10-02
84078,Mondragon,11,1982-11-06,2024-12-24
84080,Monteux,11,1982-11-06,2025-10-02
84087,Orange,11,1982-11-06,2004-08-18
84088,Pernes-les-Fontaines,11,1982-11-06,2025-10-02
84091,Piolenc,11,1982-11-06,2025-10-28
84102,Roussillon,11,1982-11-06,2022-05-20
85109,Les Herbiers,11,1982-12-08,2022-05-24
85146,Montaigu-Vendée,11,1982-12-08,2022-05-24
85151,Mortagne-sur-Sèvre,11,1983-04-01,2024-12-24
86139,Lusignan,11,1982-12-08,2023-10-20
88160,Épinal,11,1983-04-01,2024-10-22
88367,Rambervillers,11,1982-12-08,2022-05-20
88465,Capavenir Vosges,11,1983-04-01,2022-05-20
88486,Vagney,11,1983-04-01,2024-03-04
89024,Auxerre,11,1989-06-14,2023-01-27
89418,Tonnerre,11,1988-05-08,2025-07-21
91114,Brunoy,11,1982-12-08,2022-05-24
91228,Évry-Courcouronnes,11,1982-12-08,2022-05-20
91347,Longpont-sur-Orge,11,1983-04-09,2024-12-24
91434,Morsang-sur-Orge,11,1982-12-08,2022-05-20
91479,Paray-Vieille-Poste,11,1982-12-08,2022-09-30
91521,Ris-Orangis,11,1982-12-08,2022-05-20
91552,Saint-Germain-lès-Arpajon,11,1982-12-08,2022-05-20
91570,Saint-Michel-sur-Orge,11,1983-04-09,2024-12-24
91657,Vigneux-sur-Seine,11,1982-12-08,2021-06-20
92014,Bourg-la-Reine,11,1994-07-18,2021-06-19
93032,Gagny,11,1983-08-16,2022-05-20
93049,Neuilly-Plaisance,11,1983-06-24,2022-05-20
94017,Champigny-sur-Marne,11,1987-08-24,2022-05-20
94021,Chevilly-Larue,11,1988-07-23,2021-06-20
94060,La Queue-en-Brie,11,1987-07-06,2024-12-04
94071,Sucy-en-Brie,11,1988-07-23,2022-05-20
94081,Vitry-sur-Seine,11,1987-08-24,2021-06-22
95052,Beaumont-sur-Oise,11,1983-06-22,2022-05-20
95203,Eaubonne,11,1983-06-22,2023-03-28
95268,Garges-lès-Gonesse,11,1983-06-22,2022-05-20
95574,Saint-Prix,11,1983-07-05,2023-03-28
95598,Soisy-sous-Montmorency,11,1987-08-24,2024-12-24
97401,Les Avirons,11,1993-01-18,2024-04-09
97404,L'Étang-Salé,11,1993-01-18,2024-04-09
97420,Sainte-Suzanne,11,1993-01-18,2024-02-02
97421,Salazie,11,1993-01-18,2024-01-25
02114,Brasles,10,1983-04-01,2024-06-19
02422,Lesquielles-Saint-Germain,10,1993-12-17,2022-05-24
02433,Lislet,10,1988-12-02,2024-06-12
02502,Montcornet,10,1988-07-23,2024-06-12
02574,Origny-en-Thiérache,10,1993-12-17,2022-05-24
02691,Saint-Quentin,10,1995-07-01,2022-05-20
02748,Trélou-sur-Marne,10,1983-04-01,2024-06-19
02818,Villiers-Saint-Denis,10,1988-12-02,2025-02-11
03023,Bellerive-sur-Allier,10,1987-07-06,2022-05-20
06006,Aspremont,10,1994-09-14,2024-11-15
06033,Carros,10,1994-11-04,2024-11-15
06034,Castagniers,10,1993-09-24,2020-10-03
06064,Gattières,10,1992-10-06,2020-10-03
06075,Levens,10,1994-01-06,2025-04-04
07009,Andance,10,1983-05-17,2023-10-05
07014,Arlebosc,10,1992-09-22,2024-01-05
07064,Le Cheylard,10,1992-09-22,2024-11-15
07066,Chomérac,10,1990-09-30,2023-12-12
07079,Désaignes,10,1992-09-22,2024-11-15
07083,Dunière-sur-Eyrieux,10,1990-09-30,2022-05-20
07093,Genestelle,10,1992-09-22,2022-05-24
07157,Meysse,10,1982-09-20,2022-05-20
07165,Belsentes,10,1992-09-21,2024-11-15
07181,Le Pouzin,10,1982-09-20,2023-12-12
07211,Saint-André-de-Cruzières,10,1982-09-20,2022-05-20
07240,Saint-Georges-les-Bains,10,1990-09-30,2022-05-20
07281,Saint-Péray,10,1990-09-30,2022-05-20
07295,Saint-Sauveur-de-Montagut,10,1992-09-22,2024-11-15
07301,Saint-Victor,10,1993-09-22,2024-01-05
07307,Sanilhac,10,1989-11-02,2022-05-24
07314,Silhac,10,1993-09-22,2024-01-05
07322,Thueyts,10,1992-09-22,2024-11-15
07325,Ucel,10,1989-11-02,2022-05-20
07326,Usclades-et-Rieutord,10,1992-09-22,2024-11-15
07330,Vallon-Pont-d'Arc,10,1982-09-20,2022-05-20
07338,Vernoux-en-Vivarais,10,1993-09-22,2024-01-15
07339,Vesseaux,10,1989-11-02,2024-06-12
07349,La Voulte-sur-Rhône,10,1983-05-17,2022-05-20
08142,Donchery,10,1983-04-01,2018-06-11
08218,Les Hautes-Rivières,10,1990-12-31,2022-05-24
08222,Haybes,10,1988-07-23,2022-05-24
08346,Prix-lès-Mézières,10,1990-12-31,2022-05-24
08448,Thilay,10,1990-12-31,2022-05-24
09206,Montferrier,10,1992-01-22,2022-05-24
11004,Alaigne,10,1987-07-15,2022-05-20
11006,Albas,10,1987-10-10,2022-05-20
11022,Azille,10,1987-10-10,2022-05-20
11024,Bages,10,1992-01-22,2022-05-20
11056,Cabrespine,10,1987-10-10,2022-05-24
11065,Camps-sur-l'Agly,10,1992-01-22,2022-05-20
11075,Castans,10,1992-01-22,2022-05-24
11081,Caunes-Minervois,10,1987-10-10,2022-05-24
11085,Cavanac,10,1992-01-22,2022-05-20
11092,Citou,10,1987-10-10,2022-05-24
11110,Coustouge,10,1987-10-10,2022-05-20
11111,Cruscades,10,1992-01-22,2022-05-20
11118,Dernacueillette,10,1987-10-10,2022-05-20
11122,Douzens,10,1987-10-10,2022-05-20
11125,Embres-et-Castelmaure,10,1987-10-10,2022-05-20
11129,Espéraza,10,1987-07-15,2022-05-20
11146,Floure,10,1990-05-23,2022-05-20
11151,Fontiès-d'Aude,10,1987-10-10,2022-05-20
11161,Gardie,10,1992-01-22,2022-05-20
11169,Greffeil,10,1992-01-22,2022-05-20
11172,Homps,10,1987-10-09,2022-05-20
11190,La Redorte,10,1987-10-10,2022-05-20
11191,Laroque-de-Fa,10,1987-10-10,2022-05-20
11202,Leucate,10,1992-01-22,2022-05-20
11212,Mailhac,10,1992-01-22,2022-05-20
11241,Montbrun-des-Corbières,10,1987-10-10,2022-05-20
11245,Montgaillard,10,1987-10-10,2022-05-20
11261,Moux,10,1987-10-10,2022-05-20
11270,Padern,10,1987-10-09,2022-05-20
11286,Peyriac-Minervois,10,1987-10-10,2022-05-20
11289,Pieusse,10,1990-05-18,2022-05-20
11301,Puichéric,10,1987-10-10,2022-05-20
11304,Quillan,10,1988-05-18,2022-05-20
11305,Quintillan,10,1992-01-22,2022-05-20
11310,Rennes-les-Bains,10,1990-10-22,2022-05-20
11318,Roquecourbe-Minervois,10,1987-10-10,2022-05-20
11326,Rouffiac-des-Corbières,10,1987-10-10,2022-05-20
11328,Routier,10,1992-01-22,2022-05-24
11347,Saint-Julia-de-Bec,10,1992-01-22,2022-05-20
11388,Termes,10,1987-10-10,2022-05-20
11390,Thézan-des-Corbières,10,1987-10-10,2022-05-20
11392,Tournissan,10,1987-10-10,2022-05-20
11397,Trèbes,10,1990-05-23,2022-05-20
11401,Tuchan,10,1987-10-10,2022-05-20
11408,Verzeille,10,1990-10-22,2022-05-20
11426,Villegly,10,1992-01-22,2022-05-20
11429,Villemoustaussou,10,1992-01-22,2022-05-20
11433,Villeneuve-Minervois,10,1992-01-22,2022-05-24
12200,Rivière-sur-Tarn,10,1992-09-26,2025-02-11
13037,La Fare-les-Oliviers,10,1993-09-22,2025-10-28
13041,Gardanne,10,1991-09-25,2025-10-02
13078,Port-Saint-Louis-du-Rhône,10,1990-09-13,2022-05-20
13086,Roquevaire,10,1989-09-10,2025-10-02
13114,Ventabren,10,1993-09-22,2025-10-02
13119,Carnoux-en-Provence,10,1988-10-05,2025-10-02
14001,Ablon,10,1993-01-10,2024-04-09
14162,Clécy,10,1988-01-15,2025-10-02
14383,Louvigny,10,1988-01-15,2022-05-20
14488,Ouistreham,10,1983-01-30,2022-05-20
14536,La Rivière-Saint-Sauveur,10,1995-01-17,2025-04-30
14654,Saint-Pierre-en-Auge,10,1983-07-06,2024-07-02
15014,Aurillac,10,1988-05-14,2022-05-20
16073,Chalais,10,1982-12-08,2025-07-01
16113,La Couronne,10,1982-12-08,2022-05-20
17111,Clion,10,1982-12-08,2024-02-02
19019,Beaulieu-sur-Dordogne,10,1988-04-24,2022-05-24
19272,Tulle,10,1988-06-16,2025-07-01
19278,Varetz,10,1983-07-19,2025-05-27
22107,Bon Repos sur Blavet,10,1988-01-15,2022-12-15
22185,Plénée-Jugon,10,1992-06-29,2022-05-24
22222,Plouha,10,1988-01-15,2025-10-02
24042,Biras,10,1983-07-17,2025-05-27
24064,Brantôme en Périgord,10,1983-07-17,2022-10-14
24067,Le Bugue,10,1982-12-08,2022-05-20
24068,Le Buisson-de-Cadouin,10,1993-12-30,2022-05-20
24102,Chancelade,10,1993-09-22,2025-07-21
24164,Excideuil,10,1983-07-17,2022-05-20
24294,Montpon-Ménestérol,10,1983-07-26,2025-05-27
24553,Tocane-Saint-Apre,10,1983-07-17,2024-06-04
25388,Montbéliard,10,1982-12-08,2016-06-25
26002,Albon,10,1987-10-06,2023-10-05
26010,Anneyron,10,1987-09-25,2023-10-05
26054,Bouchet,10,1991-07-30,2022-05-20
26077,Charmes-sur-l'Herbasse,10,1993-09-09,2022-05-20
26094,Claveyson,10,1987-09-25,2023-10-05
26096,Clérieux,10,1987-09-25,2022-05-20
26108,Crest,10,1982-09-20,2023-02-15
26177,Marsaz,10,1987-09-25,2024-01-05
26194,Montchenu,10,1987-09-25,2022-05-20
26219,Mureils,10,1987-09-25,2022-05-20
26345,Suze-la-Rousse,10,1992-08-29,2022-12-14
27056,Bernay,10,1990-02-10,2024-06-19
29103,Landerneau,10,1990-02-12,2022-05-20
29151,Morlaix,10,1990-02-12,2018-06-03
29237,La Roche-Maurice,10,1990-02-12,2014-02-07
2A004,Ajaccio,10,1989-02-25,2022-12-12
2A130,Grosseto-Prugna,10,1989-02-25,2024-01-15
2B016,Antisanti,10,1989-09-01,2022-05-24
