jrc_event_id,gaspar_event_uid,cod_nat_catnat,jrc_start_date,jrc_end_date,gaspar_start_date,gaspar_end_date,matched_communes,exact_date_commune_matches,start_end_window_unit_matches,cross_start_end_window_unit_matches,expanded_interval_overlap_unit_matches,mean_abs_start_diff_days,mean_abs_end_diff_days,mean_total_abs_date_diff_days,min_total_abs_date_diff_days,max_interval_overlap_days,jrc_event_start_date,jrc_event_end_date,jrc_total_communes,jrc_total_nuts3,jrc_total_departments,gaspar_event_start_date,gaspar_event_end_date,gaspar_total_communes,gaspar_total_departments,jrc_match_share,gaspar_match_share,gaspar_match_rank
WD_MERGE_2018-01-01---2018-01-29_duration_28_days_cluster_349_A0_000442_A_000522_lat_04875_lon_-0083_size_0117,INTE1813670A__20180104__20180105,INTE1813670A,2018-01-01,2018-01-29,2018-01-04,2018-01-05,1,0,0,0,1,3.0,24.0,27.0,27,2,2018-01-01,2018-01-29,822,32,32,2018-01-04,2018-01-05,3,2,0.0012165450121654502,0.3333333333333333,1
WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413,INTE2112076A__20210129__20210207,INTE2112076A,2021-01-04,2021-03-08,2021-01-29,2021-02-07,1,0,0,0,1,25.0,29.0,54.0,54,10,2021-01-04,2021-03-08,852,37,37,2021-01-29,2021-02-07,1,1,0.0011737089201877935,1.0,1
WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413,IOME2411920A__20210131__20210208,IOME2411920A,2021-01-04,2021-03-08,2021-01-31,2021-02-08,1,0,0,0,1,27.0,28.0,55.0,55,9,2021-01-04,2021-03-08,852,37,37,2021-01-31,2021-02-08,1,1,0.0011737089201877935,1.0,1
WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413,IOME2411920A__20210202__20210209,IOME2411920A,2021-01-04,2021-03-08,2021-02-02,2021-02-09,1,0,0,0,1,29.0,27.0,56.0,56,8,2021-01-04,2021-03-08,852,37,37,2021-02-02,2021-02-09,1,1,0.0011737089201877935,1.0,1
WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413,INTE2107265A__20210203__20210209,INTE2107265A,2021-01-04,2021-03-08,2021-02-03,2021-02-09,1,0,0,0,1,30.0,27.0,57.0,57,7,2021-01-04,2021-03-08,852,37,37,2021-02-03,2021-02-09,1,1,0.0011737089201877935,1.0,1
WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413,IOME2411920A__20210203__20210209,IOME2411920A,2021-01-04,2021-03-08,2021-02-03,2021-02-09,1,0,0,0,1,30.0,27.0,57.0,57,7,2021-01-04,2021-03-08,852,37,37,2021-02-03,2021-02-09,1,1,0.0011737089201877935,1.0,1
WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413,IOME2411920A__20210201__20210204,IOME2411920A,2021-01-04,2021-03-08,2021-02-01,2021-02-04,1,0,0,0,1,28.0,32.0,60.0,60,4,2021-01-04,2021-03-08,852,37,37,2021-02-01,2021-02-04,1,1,0.0011737089201877935,1.0,1
WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413,INTE2112076A__20210201__20210209,INTE2112076A,2021-01-04,2021-03-08,2021-02-01,2021-02-09,1,0,0,0,1,28.0,27.0,55.0,55,9,2021-01-04,2021-03-08,852,37,37,2021-02-01,2021-02-09,2,1,0.0011737089201877935,0.5,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191213__20191218,INTE2005870A,2019-11-18,2020-01-06,2019-12-13,2019-12-18,1,0,0,0,1,25.0,19.0,44.0,44,6,2019-11-18,2020-01-06,1086,32,32,2019-12-13,2019-12-18,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191212__20191215,INTE2002329A,2019-11-18,2020-01-06,2019-12-12,2019-12-15,1,0,0,0,1,24.0,22.0,46.0,46,4,2019-11-18,2020-01-06,1086,32,32,2019-12-12,2019-12-15,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191215__20191218,INTE2005870A,2019-11-18,2020-01-06,2019-12-15,2019-12-18,1,0,0,0,1,27.0,19.0,46.0,46,4,2019-11-18,2020-01-06,1086,32,32,2019-12-15,2019-12-18,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2010310A__20191213__20191216,INTE2010310A,2019-11-18,2020-01-06,2019-12-13,2019-12-16,1,0,0,0,1,25.0,21.0,46.0,46,4,2019-11-18,2020-01-06,1086,32,32,2019-12-13,2019-12-16,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2014521A__20191214__20191217,INTE2014521A,2019-11-18,2020-01-06,2019-12-14,2019-12-17,1,0,0,0,1,26.0,20.0,46.0,46,4,2019-11-18,2020-01-06,1086,32,32,2019-12-14,2019-12-17,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2014521A__20191214__20191216,INTE2014521A,2019-11-18,2020-01-06,2019-12-14,2019-12-16,1,0,0,0,1,26.0,21.0,47.0,47,3,2019-11-18,2020-01-06,1086,32,32,2019-12-14,2019-12-16,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2014521A__20191215__20191217,INTE2014521A,2019-11-18,2020-01-06,2019-12-15,2019-12-17,1,0,0,0,1,27.0,20.0,47.0,47,3,2019-11-18,2020-01-06,1086,32,32,2019-12-15,2019-12-17,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2014521A__20191223__20191225,INTE2014521A,2019-11-18,2020-01-06,2019-12-23,2019-12-25,1,0,0,0,1,35.0,12.0,47.0,47,3,2019-11-18,2020-01-06,1086,32,32,2019-12-23,2019-12-25,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191126__20191127,INTE2002329A,2019-11-18,2020-01-06,2019-11-26,2019-11-27,1,0,0,0,1,8.0,40.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-11-26,2019-11-27,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191214__20191215,INTE2002329A,2019-11-18,2020-01-06,2019-12-14,2019-12-15,1,0,0,0,1,26.0,22.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-14,2019-12-15,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191214__20191215,INTE2005870A,2019-11-18,2020-01-06,2019-12-14,2019-12-15,1,0,0,0,1,26.0,22.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-14,2019-12-15,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2010310A__20191215__20191216,INTE2010310A,2019-11-18,2020-01-06,2019-12-15,2019-12-16,1,0,0,0,1,27.0,21.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-15,2019-12-16,1,1,0.0009208103130755065,1.0,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2010310A__20191214__20191215,INTE2010310A,2019-11-18,2020-01-06,2019-12-14,2019-12-15,1,0,0,0,1,26.0,22.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-14,2019-12-15,2,1,0.0009208103130755065,0.5,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2002329A__20191213__20191214,INTE2002329A,2019-11-18,2020-01-06,2019-12-13,2019-12-14,1,0,0,0,1,25.0,23.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-13,2019-12-14,4,2,0.0009208103130755065,0.25,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191212__20191213,INTE2005870A,2019-11-18,2020-01-06,2019-12-12,2019-12-13,1,0,0,0,1,24.0,24.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-12,2019-12-13,4,2,0.0009208103130755065,0.25,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE2005870A__20191220__20191221,INTE2005870A,2019-11-18,2020-01-06,2019-12-20,2019-12-21,1,0,0,0,1,32.0,16.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-12-20,2019-12-21,6,3,0.0009208103130755065,0.16666666666666666,1
WD_MERGE_2019-11-18---2020-01-06_duration_42_days_cluster_353_A0_000853_A_001110_lat_04494_lon_-0368_size_0472,INTE1934128A__20191123__20191124,INTE1934128A,2019-11-18,2020-01-06,2019-11-23,2019-11-24,1,0,0,0,1,5.0,43.0,48.0,48,2,2019-11-18,2020-01-06,1086,32,32,2019-11-23,2019-11-24,148,2,0.0009208103130755065,0.006756756756756757,1
WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_370_A0_000806_A_001014_lat_05081_lon_00198_size_0323,INTE1805267A__20171211__20171211,INTE1805267A,2017-12-04,2018-01-01,2017-12-11,2017-12-11,1,0,0,0,1,7.0,21.0,28.0,28,1,2017-12-04,2018-01-01,1104,29,29,2017-12-11,2017-12-11,1,1,0.0009057971014492754,1.0,1
WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_370_A0_000806_A_001014_lat_05081_lon_00198_size_0323,INTE1813670A__20171210__20171210,INTE1813670A,2017-12-04,2018-01-01,2017-12-10,2017-12-10,1,0,0,0,1,6.0,22.0,28.0,28,1,2017-12-04,2018-01-01,1104,29,29,2017-12-10,2017-12-10,1,1,0.0009057971014492754,1.0,1
WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_370_A0_000806_A_001014_lat_05081_lon_00198_size_0323,INTE1810998A__20180104__20180106,INTE1810998A,2017-12-04,2018-01-01,2018-01-04,2018-01-06,1,0,0,0,1,31.0,5.0,36.0,36,0,2017-12-04,2018-01-01,1104,29,29,2018-01-04,2018-01-06,1,1,0.0009057971014492754,1.0,1
WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_370_A0_000806_A_001014_lat_05081_lon_00198_size_0323,INTE1818802A__20180107__20180108,INTE1818802A,2017-12-04,2018-01-01,2018-01-07,2018-01-08,1,0,0,0,1,34.0,7.0,41.0,41,0,2017-12-04,2018-01-01,1104,29,29,2018-01-07,2018-01-08,1,1,0.0009057971014492754,1.0,1
WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_370_A0_000806_A_001014_lat_05081_lon_00198_size_0323,INTE1917050A__20180105__20180205,INTE1917050A,2017-12-04,2018-01-01,2018-01-05,2018-02-05,1,0,0,0,1,32.0,35.0,67.0,67,0,2017-12-04,2018-01-01,1104,29,29,2018-01-05,2018-02-05,1,1,0.0009057971014492754,1.0,1
WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_370_A0_000806_A_001014_lat_05081_lon_00198_size_0323,INTE1808306A__20171210__20171211,INTE1808306A,2017-12-04,2018-01-01,2017-12-10,2017-12-11,1,0,0,0,1,6.0,21.0,27.0,27,2,2017-12-04,2018-01-01,1104,29,29,2017-12-10,2017-12-11,3,2,0.0009057971014492754,0.3333333333333333,1
WD_MERGE_2017-12-04---2018-01-01_duration_28_days_cluster_370_A0_000806_A_001014_lat_05081_lon_00198_size_0323,INTE1808306A__20171211__20171211,INTE1808306A,2017-12-04,2018-01-01,2017-12-11,2017-12-11,1,0,0,0,1,7.0,21.0,28.0,28,1,2017-12-04,2018-01-01,1104,29,29,2017-12-11,2017-12-11,3,2,0.0009057971014492754,0.3333333333333333,1
WD_MERGE_2019-12-30---2020-02-10_duration_42_days_cluster_371_A0_001263_A_001609_lat_05120_lon_00293_size_0353,INTE2114774A__20200203__20200205,INTE2114774A,2019-12-30,2020-02-10,2020-02-03,2020-02-05,1,0,0,0,1,35.0,5.0,40.0,40,3,2019-12-30,2020-02-10,1117,21,21,2020-02-03,2020-02-05,1,1,0.0008952551477170994,1.0,1
WD_MERGE_2019-12-30---2020-02-10_duration_42_days_cluster_371_A0_001263_A_001609_lat_05120_lon_00293_size_0353,INTE2027600A__20200203__20200204,INTE2027600A,2019-12-30,2020-02-10,2020-02-03,2020-02-04,1,0,0,0,1,35.0,6.0,41.0,41,2,2019-12-30,2020-02-10,1117,21,21,2020-02-03,2020-02-04,1,1,0.0008952551477170994,1.0,1
WD_MERGE_2019-12-30---2020-02-10_duration_42_days_cluster_371_A0_001263_A_001609_lat_05120_lon_00293_size_0353,INTE2014521A__20200203__20200203,INTE2014521A,2019-12-30,2020-02-10,2020-02-03,2020-02-03,1,0,0,0,1,35.0,7.0,42.0,42,1,2019-12-30,2020-02-10,1117,21,21,2020-02-03,2020-02-03,1,1,0.0008952551477170994,1.0,1
WD_MERGE_2019-12-30---2020-02-10_duration_42_days_cluster_371_A0_001263_A_001609_lat_05120_lon_00293_size_0353,INTE2014521A__20200209__20200323,INTE2014521A,2019-12-30,2020-02-10,2020-02-09,2020-03-23,1,0,0,0,1,41.0,42.0,83.0,83,2,2019-12-30,2020-02-10,1117,21,21,2020-02-09,2020-03-23,1,1,0.0008952551477170994,1.0,1
WD_MERGE_2024-02-19---2024-03-18_duration_21_days_cluster_347_A0_000534_A_000577_lat_04734_lon_00149_size_0292,IOME2411920A__20240309__20240313,IOME2411920A,2024-02-19,2024-03-18,2024-03-09,2024-03-13,1,0,0,0,1,19.0,5.0,24.0,24,5,2024-02-19,2024-03-18,1245,54,54,2024-03-09,2024-03-13,1,1,0.0008032128514056225,1.0,1
WD_MERGE_2024-02-19---2024-03-18_duration_21_days_cluster_347_A0_000534_A_000577_lat_04734_lon_00149_size_0292,IOME2415880A__20240222__20240225,IOME2415880A,2024-02-19,2024-03-18,2024-02-22,2024-02-25,1,0,0,0,1,3.0,22.0,25.0,25,4,2024-02-19,2024-03-18,1245,54,54,2024-02-22,2024-02-25,1,1,0.0008032128514056225,1.0,1
WD_MERGE_2024-02-19---2024-03-18_duration_21_days_cluster_347_A0_000534_A_000577_lat_04734_lon_00149_size_0292,IOME2415152A__20240308__20240310,IOME2415152A,2024-02-19,2024-03-18,2024-03-08,2024-03-10,1,0,0,0,1,18.0,8.0,26.0,26,3,2024-02-19,2024-03-18,1245,54,54,2024-03-08,2024-03-10,1,1,0.0008032128514056225,1.0,1
WD_MERGE_2024-02-19---2024-03-18_duration_21_days_cluster_347_A0_000534_A_000577_lat_04734_lon_00149_size_0292,INTE2430293A__20240310__20240311,INTE2430293A,2024-02-19,2024-03-18,2024-03-10,2024-03-11,1,0,0,0,1,20.0,7.0,27.0,27,2,2024-02-19,2024-03-18,1245,54,54,2024-03-10,2024-03-11,1,1,0.0008032128514056225,1.0,1
WD_MERGE_2024-02-19---2024-03-18_duration_21_days_cluster_347_A0_000534_A_000577_lat_04734_lon_00149_size_0292,IOME2413412A__20240226__20240227,IOME2413412A,2024-02-19,2024-03-18,2024-02-26,2024-02-27,1,0,0,0,1,7.0,20.0,27.0,27,2,2024-02-19,2024-03-18,1245,54,54,2024-02-26,2024-02-27,1,1,0.0008032128514056225,1.0,1
WD_MERGE_2024-02-19---2024-03-18_duration_21_days_cluster_347_A0_000534_A_000577_lat_04734_lon_00149_size_0292,IOME2411920A__20240226__20240226,IOME2411920A,2024-02-19,2024-03-18,2024-02-26,2024-02-26,1,0,0,0,1,7.0,21.0,28.0,28,1,2024-02-19,2024-03-18,1245,54,54,2024-02-26,2024-02-26,3,2,0.0008032128514056225,0.3333333333333333,1
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2107265A__20210114__20210215,INTE2107265A,2020-12-28,2021-02-08,2021-01-14,2021-02-15,1,0,0,0,1,17.0,7.0,24.0,24,26,2020-12-28,2021-02-08,1267,42,42,2021-01-14,2021-02-15,1,1,0.0007892659826361484,1.0,1
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2119792A__20210202__20210204,INTE2119792A,2020-12-28,2021-02-08,2021-02-02,2021-02-04,1,0,0,0,1,36.0,4.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-02-02,2021-02-04,1,1,0.0007892659826361484,1.0,1
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2127287A__20210130__20210201,INTE2127287A,2020-12-28,2021-02-08,2021-01-30,2021-02-01,1,0,0,0,1,33.0,7.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-01-30,2021-02-01,1,1,0.0007892659826361484,1.0,1
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2114774A__20210129__20210129,INTE2114774A,2020-12-28,2021-02-08,2021-01-29,2021-01-29,1,0,0,0,1,32.0,10.0,42.0,42,1,2020-12-28,2021-02-08,1267,42,42,2021-01-29,2021-01-29,1,1,0.0007892659826361484,1.0,1
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20210128__20210129,INTE2112076A,2020-12-28,2021-02-08,2021-01-28,2021-01-29,1,0,0,0,1,31.0,10.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2021-01-28,2021-01-29,2,2,0.0007892659826361484,0.5,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2130680A__20210714__20210716,INTE2130680A,2021-07-12,2021-08-02,2021-07-14,2021-07-16,1,0,0,0,1,2.0,17.0,19.0,19,3,2021-07-12,2021-08-02,1282,26,26,2021-07-14,2021-07-16,1,1,0.00078003120124805,1.0,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2130680A__20210719__20210721,INTE2130680A,2021-07-12,2021-08-02,2021-07-19,2021-07-21,1,0,0,0,1,7.0,12.0,19.0,19,3,2021-07-12,2021-08-02,1282,26,26,2021-07-19,2021-07-21,1,1,0.00078003120124805,1.0,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2204344A__20210714__20210716,INTE2204344A,2021-07-12,2021-08-02,2021-07-14,2021-07-16,1,0,0,0,1,2.0,17.0,19.0,19,3,2021-07-12,2021-08-02,1282,26,26,2021-07-14,2021-07-16,1,1,0.00078003120124805,1.0,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2130680A__20210714__20210715,INTE2130680A,2021-07-12,2021-08-02,2021-07-14,2021-07-15,1,0,0,0,1,2.0,18.0,20.0,20,2,2021-07-12,2021-08-02,1282,26,26,2021-07-14,2021-07-15,1,1,0.00078003120124805,1.0,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2201262A__20210714__20210715,INTE2201262A,2021-07-12,2021-08-02,2021-07-14,2021-07-15,1,0,0,0,1,2.0,18.0,20.0,20,2,2021-07-12,2021-08-02,1282,26,26,2021-07-14,2021-07-15,1,1,0.00078003120124805,1.0,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,IOME2226252A__20210716__20210716,IOME2226252A,2021-07-12,2021-08-02,2021-07-16,2021-07-16,1,0,0,0,1,4.0,17.0,21.0,21,1,2021-07-12,2021-08-02,1282,26,26,2021-07-16,2021-07-16,1,1,0.00078003120124805,1.0,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2124447A__20210724__20210724,INTE2124447A,2021-07-12,2021-08-02,2021-07-24,2021-07-24,1,0,0,0,1,12.0,9.0,21.0,21,1,2021-07-12,2021-08-02,1282,26,26,2021-07-24,2021-07-24,2,2,0.00078003120124805,0.5,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2122730A__20210713__20210717,INTE2122730A,2021-07-12,2021-08-02,2021-07-13,2021-07-17,1,0,0,0,1,1.0,16.0,17.0,17,5,2021-07-12,2021-08-02,1282,26,26,2021-07-13,2021-07-17,4,1,0.00078003120124805,0.25,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2124447A__20210713__20210715,INTE2124447A,2021-07-12,2021-08-02,2021-07-13,2021-07-15,1,0,0,0,1,1.0,18.0,19.0,19,3,2021-07-12,2021-08-02,1282,26,26,2021-07-13,2021-07-15,5,1,0.00078003120124805,0.2,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2128151A__20210724__20210724,INTE2128151A,2021-07-12,2021-08-02,2021-07-24,2021-07-24,1,0,0,0,1,12.0,9.0,21.0,21,1,2021-07-12,2021-08-02,1282,26,26,2021-07-24,2021-07-24,6,2,0.00078003120124805,0.16666666666666666,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2127287A__20210715__20210716,INTE2127287A,2021-07-12,2021-08-02,2021-07-15,2021-07-16,1,0,0,0,1,3.0,17.0,20.0,20,2,2021-07-12,2021-08-02,1282,26,26,2021-07-15,2021-07-16,7,4,0.00078003120124805,0.14285714285714285,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2137449A__20210714__20210716,INTE2137449A,2021-07-12,2021-08-02,2021-07-14,2021-07-16,1,0,0,0,1,2.0,17.0,19.0,19,3,2021-07-12,2021-08-02,1282,26,26,2021-07-14,2021-07-16,8,1,0.00078003120124805,0.125,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2122730A__20210713__20210715,INTE2122730A,2021-07-12,2021-08-02,2021-07-13,2021-07-15,1,0,0,0,1,1.0,18.0,19.0,19,3,2021-07-12,2021-08-02,1282,26,26,2021-07-13,2021-07-15,15,2,0.00078003120124805,0.06666666666666667,1
WD_MERGE_2021-07-12---2021-08-02_duration_21_days_cluster_159_A0_000619_A_000852_lat_04942_lon_00499_size_0246,INTE2127287A__20210713__20210714,INTE2127287A,2021-07-12,2021-08-02,2021-07-13,2021-07-14,1,0,0,0,1,1.0,19.0,20.0,20,2,2021-07-12,2021-08-02,1282,26,26,2021-07-13,2021-07-14,20,3,0.00078003120124805,0.05,1
WD_MERGE_2018-03-05---2018-04-09_duration_35_days_cluster_365_A0_000792_A_001016_lat_04859_lon_00099_size_0343,INTE1818802A__20180311__20180312,INTE1818802A,2018-03-05,2018-04-09,2018-03-11,2018-03-12,1,0,0,0,1,6.0,28.0,34.0,34,2,2018-03-05,2018-04-09,1386,46,46,2018-03-11,2018-03-12,1,1,0.0007215007215007215,1.0,1
WD_MERGE_2018-03-05---2018-04-09_duration_35_days_cluster_365_A0_000792_A_001016_lat_04859_lon_00099_size_0343,INTE1810998A__20180311__20180311,INTE1810998A,2018-03-05,2018-04-09,2018-03-11,2018-03-11,1,0,0,0,1,6.0,29.0,35.0,35,1,2018-03-05,2018-04-09,1386,46,46,2018-03-11,2018-03-11,6,1,0.0007215007215007215,0.16666666666666666,1
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2415880A__20231206__20231224,IOME2415880A,2023-11-27,2023-12-25,2023-12-06,2023-12-24,1,0,0,0,1,9.0,1.0,10.0,10,19,2023-11-27,2023-12-25,1491,44,44,2023-12-06,2023-12-24,1,1,0.0006706908115358819,1.0,1
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2407754A__20231212__20231221,IOME2407754A,2023-11-27,2023-12-25,2023-12-12,2023-12-21,1,0,0,0,1,15.0,4.0,19.0,19,10,2023-11-27,2023-12-25,1491,44,44,2023-12-12,2023-12-21,1,1,0.0006706908115358819,1.0,1
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2403657A__20231213__20231220,IOME2403657A,2023-11-27,2023-12-25,2023-12-13,2023-12-20,1,0,0,0,1,16.0,5.0,21.0,21,8,2023-11-27,2023-12-25,1491,44,44,2023-12-13,2023-12-20,1,1,0.0006706908115358819,1.0,1
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2410378A__20231209__20231216,IOME2410378A,2023-11-27,2023-12-25,2023-12-09,2023-12-16,1,0,0,0,1,12.0,9.0,21.0,21,8,2023-11-27,2023-12-25,1491,44,44,2023-12-09,2023-12-16,1,1,0.0006706908115358819,1.0,1
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2407754A__20231212__20231217,IOME2407754A,2023-11-27,2023-12-25,2023-12-12,2023-12-17,1,0,0,0,1,15.0,8.0,23.0,23,6,2023-11-27,2023-12-25,1491,44,44,2023-12-12,2023-12-17,1,1,0.0006706908115358819,1.0,1
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,INTE2424582A__20231213__20231216,INTE2424582A,2023-11-27,2023-12-25,2023-12-13,2023-12-16,1,0,0,0,1,16.0,9.0,25.0,25,4,2023-11-27,2023-12-25,1491,44,44,2023-12-13,2023-12-16,1,1,0.0006706908115358819,1.0,1
